ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
51242	Tèng_Háa Phông T­íng Qu©n §ao (Cao CÊp)	0;7;30368;1	2	3	20			51242		
51243	Tèng_Háa Phông T­íng Qu©n §ao (Cao CÊp)	0;7;30369;1	2	4	20			51243		
51244	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30370;1	1	1	21			51244		
51245	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30371;1	1	2	21			51245		
51246	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30372;1	2	3	21			51246		
51247	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30373;1	2	4	21			51247		
51248	Tèng_Háa Phông T­íng Qu©n KiÕm (Cao CÊp)	0;2;30374;1	1	1	23			51248		
51249	Tèng_Háa Phông T­íng Qu©n KiÕm (Cao CÊp)	0;2;30375;1	1	2	23			51249		
51250	Tèng_Háa Phông T­íng Qu©n §ao (Cao CÊp)	0;3;30376;1	1	1	25			51250		
51251	Tèng_Háa Phông T­íng Qu©n §ao (Cao CÊp)	0;3;30377;1	1	2	25			51251		
51252	Tèng_Háa Phông T­íng Qu©n §ao (Cao CÊp)	0;3;30378;1	2	3	25			51252		
51253	Tèng_Háa Phông T­íng Qu©n §ao (Cao CÊp)	0;3;30379;1	2	4	25			51253		
51254	Tèng_Háa Phông T­íng Qu©n Bót (Cao CÊp)	0;9;30380;1	1	1	26			51254		
51255	Tèng_Háa Phông T­íng Qu©n Bót (Cao CÊp)	0;9;30381;1	1	2	26			51255		
51256	Tèng_Háa Phông T­íng Qu©n Bót (Cao CÊp)	0;9;30382;1	2	3	26			51256		
51257	Tèng_Háa Phông T­íng Qu©n Bót (Cao CÊp)	0;9;30383;1	2	4	26			51257		
51258	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30384;1	1	1	27			51258		
51259	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30385;1	1	2	27			51259		
51260	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30386;1	2	3	27			51260		
51261	Tèng_Háa Phông T­íng Qu©n Tr¶o (Cao CÊp)	0;11;30387;1	2	4	27			51261		
51262	Tèng_Háa Phông T­íng Qu©n PhiÕn (Cao CÊp)	0;13;30388;1	2	3	29			51262		
51263	Tèng_Háa Phông T­íng Qu©n PhiÕn (Cao CÊp)	0;13;30389;1	2	4	29			51263		
51264	Tèng_Háa Phông T­íng Qu©n §Þch (Cao CÊp)	0;12;30390;1	2	3	30			51264		
51265	Tèng_Háa Phông T­íng Qu©n §Þch (Cao CÊp)	0;12;30391;1	2	4	30			51265		
51266	Tèng_Háa Phông T­íng Qu©n Chñy (Cao CÊp)	0;14;32167;1	1	1	31			51266		
51267	Tèng_Háa Phông T­íng Qu©n Chñy (Cao CÊp)	0;14;32167;1	1	2	31			51267		
51268	Tèng_Háa Phông T­íng Qu©n Chñy (Cao CÊp)	0;14;32167;1	2	3	31			51268		
51269	Tèng_Háa Phông T­íng Qu©n Chñy (Cao CÊp)	0;14;32167;1	2	4	31			51269		
51270	Tèng_Háa Phông T­íng Qu©n KiÕm (Cao CÊp)	0;2;32195;1	1	1	32			51270		
51271	Tèng_Háa Phông T­íng Qu©n KiÕm (Cao CÊp)	0;2;32195;1	1	2	32			51271		
0										
51272	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30439;1	1	1	2			51272		
51273	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30440;1	1	2	2			51273		
51274	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30441;1	1	1	3			51272		
51275	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30442;1	1	2	3			51273		
51276	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30443;1	1	1	4			51272		
51277	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30444;1	1	2	4			51273		
51278	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30445;1	1	1	6			51272		
51279	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30446;1	1	2	6			51273		
51280	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30447;1	2	3	6			51274		
51281	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30448;1	2	4	6			51275		
51282	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30449;1	2	3	8			51274		
51283	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30450;1	2	4	8			51275		
51284	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30451;1	2	3	9			51274		
51285	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30452;1	2	4	9			51275		
51286	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30453;1	1	1	11			51272		
51287	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30454;1	1	2	11			51273		
51288	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30455;1	2	3	11			51274		
51289	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30456;1	2	4	11			51275		
51290	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30457;1	1	1	12			51272		
51291	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30458;1	1	2	12			51273		
51292	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30459;1	2	3	12			51274		
51293	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30460;1	2	4	12			51275		
51294	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30461;1	1	1	14			51272		
51295	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30462;1	1	2	14			51273		
51296	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30463;1	2	3	14			51274		
51297	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30464;1	2	4	14			51275		
51298	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30465;1	1	1	15			51272		
51299	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30466;1	1	2	15			51273		
51300	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30467;1	2	3	15			51274		
51301	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30468;1	2	4	15			51275		
51302	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30469;1	1	1	17			51272		
51303	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30470;1	1	2	17			51273		
51304	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30471;1	2	3	17			51274		
51305	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30472;1	2	4	17			51275		
51306	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30473;1	1	1	18			51272		
51307	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30474;1	1	2	18			51273		
51308	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30475;1	2	3	18			51274		
51309	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30476;1	2	4	18			51275		
51310	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30477;1	1	1	20			51272		
51311	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30478;1	1	2	20			51273		
51312	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30479;1	2	3	20			51274		
51313	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30480;1	2	4	20			51275		
51314	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30481;1	1	1	21			51272		
51315	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30482;1	1	2	21			51273		
51316	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30483;1	2	3	21			51274		
51317	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30484;1	2	4	21			51275		
51318	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30485;1	1	1	23			51272		
51319	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30486;1	1	2	23			51273		
51320	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30487;1	1	1	25			51272		
51321	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30488;1	1	2	25			51273		
51322	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30489;1	2	3	25			51274		
51323	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30490;1	2	4	25			51275		
51324	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30491;1	1	1	26			51272		
51325	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30492;1	1	2	26			51273		
51326	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30493;1	2	3	26			51274		
51327	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30494;1	2	4	26			51275		
51328	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30495;1	1	1	27			51272		
51329	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30496;1	1	2	27			51273		
51330	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30497;1	2	3	27			51274		
51331	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30498;1	2	4	27			51275		
51332	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30499;1	2	3	29			51274		
51333	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30500;1	2	4	29			51275		
51334	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30501;1	2	3	30			51274		
51335	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;30502;1	2	4	30			51275		
51336	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;32155;1	1	1	31			51272		
51337	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;32155;1	1	2	31			51273		
51338	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;32155;1	2	3	31			51274		
51339	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;32155;1	2	4	31			51275		
51340	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;32163;1	1	1	32			51272		
51341	Liªu_Háa Phông T­íng Qu©n Kh«i	0;103;32163;1	1	2	32			51273		
51342	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30439;1	1	1	2			51342		
51343	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30440;1	1	2	2			51343		
51344	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30441;1	1	1	3			51342		
51345	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30442;1	1	2	3			51343		
51346	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30443;1	1	1	4			51342		
51347	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30444;1	1	2	4			51343		
51348	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30445;1	1	1	6			51342		
51349	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30446;1	1	2	6			51343		
51350	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30447;1	2	3	6			51344		
51351	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30448;1	2	4	6			51345		
51352	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30449;1	2	3	8			51344		
51353	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30450;1	2	4	8			51345		
51354	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30451;1	2	3	9			51344		
51355	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30452;1	2	4	9			51345		
51356	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30453;1	1	1	11			51342		
51357	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30454;1	1	2	11			51343		
51358	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30455;1	2	3	11			51344		
51359	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30456;1	2	4	11			51345		
51360	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30457;1	1	1	12			51342		
51361	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30458;1	1	2	12			51343		
51362	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30459;1	2	3	12			51344		
51363	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30460;1	2	4	12			51345		
51364	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30461;1	1	1	14			51342		
51365	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30462;1	1	2	14			51343		
51366	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30463;1	2	3	14			51344		
51367	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30464;1	2	4	14			51345		
51368	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30465;1	1	1	15			51342		
51369	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30466;1	1	2	15			51343		
51370	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30467;1	2	3	15			51344		
51371	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30468;1	2	4	15			51345		
51372	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30469;1	1	1	17			51342		
51373	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30470;1	1	2	17			51343		
51374	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30471;1	2	3	17			51344		
51375	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30472;1	2	4	17			51345		
51376	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30473;1	1	1	18			51342		
51377	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30474;1	1	2	18			51343		
51378	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30475;1	2	3	18			51344		
51379	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30476;1	2	4	18			51345		
51380	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30477;1	1	1	20			51342		
51381	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30478;1	1	2	20			51343		
51382	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30479;1	2	3	20			51344		
51383	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30480;1	2	4	20			51345		
51384	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30481;1	1	1	21			51342		
51385	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30482;1	1	2	21			51343		
51386	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30483;1	2	3	21			51344		
51387	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30484;1	2	4	21			51345		
51388	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30485;1	1	1	23			51342		
51389	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30486;1	1	2	23			51343		
51390	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30487;1	1	1	25			51342		
51391	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30488;1	1	2	25			51343		
51392	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30489;1	2	3	25			51344		
51393	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30490;1	2	4	25			51345		
51394	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30491;1	1	1	26			51342		
51395	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30492;1	1	2	26			51343		
51396	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30493;1	2	3	26			51344		
51397	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30494;1	2	4	26			51345		
51398	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30495;1	1	1	27			51342		
51399	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30496;1	1	2	27			51343		
51400	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30497;1	2	3	27			51344		
51401	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30498;1	2	4	27			51345		
51402	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30499;1	2	3	29			51344		
51403	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30500;1	2	4	29			51345		
51404	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30501;1	2	3	30			51344		
51405	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;30502;1	2	4	30			51345		
51406	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;32155;1	1	1	31			51342		
51407	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;32155;1	1	2	31			51343		
51408	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;32155;1	2	3	31			51344		
51409	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;32155;1	2	4	31			51345		
51410	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;32163;1	1	1	32			51342		
51411	Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0;100;32163;1	1	2	32			51343		
51412	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30439;1	1	1	2			51412		
51413	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30440;1	1	2	2			51413		
51414	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30441;1	1	1	3			51412		
51415	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30442;1	1	2	3			51413		
51416	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30443;1	1	1	4			51412		
51417	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30444;1	1	2	4			51413		
51418	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30445;1	1	1	6			51412		
51419	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30446;1	1	2	6			51413		
51420	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30447;1	2	3	6			51414		
51421	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30448;1	2	4	6			51415		
51422	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30449;1	2	3	8			51414		
51423	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30450;1	2	4	8			51415		
51424	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30451;1	2	3	9			51414		
51425	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30452;1	2	4	9			51415		
51426	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30453;1	1	1	11			51412		
51427	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30454;1	1	2	11			51413		
51428	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30455;1	2	3	11			51414		
51429	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30456;1	2	4	11			51415		
51430	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30457;1	1	1	12			51412		
51431	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30458;1	1	2	12			51413		
51432	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30459;1	2	3	12			51414		
51433	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30460;1	2	4	12			51415		
51434	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30461;1	1	1	14			51412		
51435	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30462;1	1	2	14			51413		
51436	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30463;1	2	3	14			51414		
51437	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30464;1	2	4	14			51415		
51438	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30465;1	1	1	15			51412		
51439	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30466;1	1	2	15			51413		
51440	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30467;1	2	3	15			51414		
51441	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30468;1	2	4	15			51415		
51442	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30469;1	1	1	17			51412		
51443	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30470;1	1	2	17			51413		
51444	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30471;1	2	3	17			51414		
51445	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30472;1	2	4	17			51415		
51446	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30473;1	1	1	18			51412		
51447	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30474;1	1	2	18			51413		
51448	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30475;1	2	3	18			51414		
51449	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30476;1	2	4	18			51415		
51450	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30477;1	1	1	20			51412		
51451	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30478;1	1	2	20			51413		
51452	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30479;1	2	3	20			51414		
51453	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30480;1	2	4	20			51415		
51454	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30481;1	1	1	21			51412		
51455	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30482;1	1	2	21			51413		
51456	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30483;1	2	3	21			51414		
51457	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30484;1	2	4	21			51415		
51458	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30485;1	1	1	23			51412		
51459	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30486;1	1	2	23			51413		
51460	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30487;1	1	1	25			51412		
51461	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30488;1	1	2	25			51413		
51462	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30489;1	2	3	25			51414		
51463	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30490;1	2	4	25			51415		
51464	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30491;1	1	1	26			51412		
51465	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30492;1	1	2	26			51413		
51466	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30493;1	2	3	26			51414		
51467	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30494;1	2	4	26			51415		
51468	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30495;1	1	1	27			51412		
51469	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30496;1	1	2	27			51413		
51470	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30497;1	2	3	27			51414		
51471	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30498;1	2	4	27			51415		
51472	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30499;1	2	3	29			51414		
51473	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30500;1	2	4	29			51415		
51474	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30501;1	2	3	30			51414		
51475	Liªu_Háa Phông T­íng Qu©n Trang	0;101;30502;1	2	4	30			51415		
51476	Liªu_Háa Phông T­íng Qu©n Trang	0;101;32155;1	1	1	31			51412		
51477	Liªu_Háa Phông T­íng Qu©n Trang	0;101;32155;1	1	2	31			51413		
51478	Liªu_Háa Phông T­íng Qu©n Trang	0;101;32155;1	2	3	31			51414		
51479	Liªu_Háa Phông T­íng Qu©n Trang	0;101;32155;1	2	4	31			51415		
51480	Liªu_Háa Phông T­íng Qu©n Trang	0;101;32163;1	1	1	32			51412		
51481	Liªu_Háa Phông T­íng Qu©n Trang	0;101;32163;1	1	2	32			51413		
51482	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30676;1	1	1	2			51482		
51483	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30677;1	1	2	2			51483		
51484	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30678;1	1	1	3			51482		
51485	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30679;1	1	2	3			51483		
51486	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30680;1	1	1	4			51482		
51487	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30681;1	1	2	4			51483		
51488	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30682;1	1	1	6			51482		
51489	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30683;1	1	2	6			51483		
51490	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30684;1	2	3	6			51484		
51491	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30685;1	2	4	6			51485		
51492	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30686;1	2	3	8			51484		
51493	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30687;1	2	4	8			51485		
51494	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30688;1	2	3	9			51484		
51495	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30689;1	2	4	9			51485		
51496	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30690;1	1	1	11			51482		
51497	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30691;1	1	2	11			51483		
51498	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30692;1	2	3	11			51484		
51499	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30693;1	2	4	11			51485		
51500	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30694;1	1	1	12			51482		
51501	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30695;1	1	2	12			51483		
51502	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30696;1	2	3	12			51484		
51503	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30697;1	2	4	12			51485		
51504	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30698;1	1	1	14			51482		
51505	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30699;1	1	2	14			51483		
51506	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30700;1	2	3	14			51484		
51507	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30701;1	2	4	14			51485		
51508	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30702;1	1	1	15			51482		
51509	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30703;1	1	2	15			51483		
51510	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30704;1	2	3	15			51484		
51511	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30705;1	2	4	15			51485		
51512	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30706;1	1	1	17			51482		
51513	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30707;1	1	2	17			51483		
51514	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30708;1	2	3	17			51484		
51515	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30709;1	2	4	17			51485		
51516	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30710;1	1	1	18			51482		
51517	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30711;1	1	2	18			51483		
51518	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30712;1	2	3	18			51484		
