Task_ID	dialog_diff	dialog_1	dialog_2	dialog_3	dialog_4	dialog_5	dialog_6	dialog_7	dialog_8	dialog_9	dialog_10	dialog_11	dialog_12	dialog_13	dialog_14	dialog_15	dialog_16	dialog_17	dialog_18	dialog_19	dialog_20	Description	Task_Tip	Unfinish_Talk
98	finish_talk	PlayerName: Khi n·y ®· ®¾c téi víi tiÒn bèi råi, tiÒn bèi h·y ngu«i giËn, Nh¹c tr­ëng m«n n¨m x­a còng v× ®¹i côc lµm träng, kh«ng cßn c¸ch nµo kh¸c míi rót lui bá l¹i Lı KhiÕu Thiªn ®¹i hiÖp th«i.	NpcName: haha, ®õng nãi víi ta lÊy ®¹i côc lµm träng g×, Nh¹c BÊt QuÇn lµ tªn tiÓu nh©n, giê ta tïy ng­¬i muèn giÕt th× giÕt chø ®õng nhiÒu lêi.																					
99	get_talk	PlayerName: tiÒn bèi, ng­êi chÕt kh«ng thÓ phôc sinh, sao l¹i ph¶i cø chÊp døt thÕ nµy.	NpcName: tiÓu tö, ®õng nhiÒu lêi, ng­¬i h·y vÒ b¸o víi Nh¹c BÊt QuÇn, Nh­îc Phi nhÊt ®Şnh sÏ giÕt chÕt h¾n b¸o thï, b¶o h¾n h·y chê chÕt ®i.	PlayerName: (xem ra ta kh«ng thÓ khuyªn nhò «ng ta råi, vÒ b¸o l¹i víi Nh¹c tr­ëng m«n th«i.)																				
99	finish_talk	PlayerName: Nh¹c tr­ëng m«n, t¹i h¹ ®· chuyÓn th­ ®Õn ThuÇn NhÊt Ch­ëng, nh­ng sau khi xem xong «ng ta v« cïng phÉn né, nãi r»ng Lı Nh­îc Phi nhÊt ®Şnh ®Õn t×m ng­êi b¸o thï.																						
100	get_talk	NpcName: thËt kh«ng may råi, tªn Lı Nh­îc Phi b¾t con g¸i ta ®i mÊt råi, chóng ta ph¶i mau ®i cøu Linh San, kh«ng biÕt <sex> cã thÓ gióp ®ì ta kh«ng?	PlayerName: kh«ng ngê chóng l¹i dïng Nh¹c tiÓu thö ®Ó uy hiÕp ng­êi, t¹i nhÊt ®Şnh kh«ng thÓ khoanh tay ®øng nh×n.	NpcName: ®a t¹ <sex>, tõ khi biÕt ®­îc th«ng tin cña Lı Nh­îc Phi, ta ®· ph¸i ®Ö tö Tr×nh Phong ®i ®iÒu tra t×nh h×nh, hiÖn t¹i Tr×nh Phong ®ang thùc hiÖn nhiÖm vô t¹i phİa nam Thµnh §« phñ, <sex> h·y ®Õn ®ã t×m anh ta hái th¨m thªm tin tøc.	PlayerName: t¹i h¹ ®· râ.																			
100	finish_talk	PlayerName: xin hái cã ph¶i Tr×nh Phong cña Hoa S¬n ph¸i? T¹i h¹ phông mÖnh Nh¹c tr­ëng m«n ®Õn th¸m thİnh ThiÕt Ch­ëng S¬n Trang.	NpcName: t¹i h¹ chİnh lµ Tr×nh Phong, nghe ch­ëng m«n thuËt l¹i <sex> vâ c«ng cao c­êng, cã <sex> gióp ®ì chóng t«i qu¶ thËt c¶m kİch.																					
101	get_talk	PlayerName: kh«ng biÕt Tr×nh ®¹i ca ®· th¸m thİnh ®­îc tin tøc g× ch­a?	NpcName: qua ®iÒu tra, t¹i h¹ biÕt ®­îc ThiÕt Ch­ëng S¬n Trang ®Şa h×nh kh¸ phøc t¹p, c¬ quan c¹m bÉy v« sè. V× thÕ chóng ta cµng ph¶i ®o¹t ®­îc b¶n ®å ®Şa h×nh cña ThiÕt Ch­ëng S¬n Trang. TaŞ h¹ cßn th¸m thİnh ®­îc r»ng 2 tªn phã bang chñ cña Lı Nh­îc Phi mçi ng­êi cÊt giÊu 1 m¶nh.	NpcName: ThiÕt Ch­ëng bang cao thñ v« sè, sù lîi h¹i cña chóng kh«ng nh÷ng tõ vâ c«ng mµ cßn v× chóng ®iÒu chÕ ®­îc 1 lo¹i d­îc liÖu cã thÓ gia t¨ng søc m¹nh chiÕn ®Êu. Lo¹i d­îc nµy chiÕt xuÊt tõ mËt H¾c Tinh Tinh vµ D· Mao T­îng, hiÖn chóng ®ang nu«i d­ìng rÊt nhiÒu t¹i B¾c Bé T©y Song B¶n N¹p.	NpcName: chóng ®­îc V©n Bang Chñ phñ tr¸ch cai qu¶n, c¸c h¹ h·y ®Õn ®ã ®¹i n¸o ®Şa bµn chóng mét phen, tiªu diÖt 10 H¾c Tinh Tinh vµ 10 D· Mao T­îng, V©n Bang Chñ nhÊt ®Şnh sÏ xuÊt hiÖn, ®¸nh b¹i h¾n ta ®o¹t lÊy b¶n ®å.	PlayerName: ®­îc, ta sÏ ®i ngay.																		
101	finish_talk	PlayerName: Tr×nh ®¹i ca, t¹i h¹ ®· ®o¹t ®­îc b¶n ®å.	NpcName: tèt qu¸, <sex> vÊt v¶ råi.																					
102	get_talk	NpcName: ThiÕt Ch­ëng Bang cã mét c¬ ®Şa chi nh¸nh trong Thiªn S­ §éng, chóng chuyªn nghiªn cøu c¸c lo¹i th¸nh thó ®Ó tÊn c«ng kÎ thï, hiÖn Lôc Bang Chñ ®ang cai qu¶n vµ huÊn luyÖn Háa Kú L©n t¹i Thiªn S­ §éng tÇng 2, uy lùc cña bän Háa Kú L©n nµy rÊt lín, c¸c h¹ cã thÓ tiªu diÖt nh÷ng con kú l©n nµy khiªu khİch Lôc Bang Chñ xuÊt hiÖn ®o¹t lÊy b¶n ®å.	PlayerName: Th«i ®­îc, t¹i h¹ ®i ®©y.																					
102	finish_talk	PlayerName: Tr×nh ®¹i ca, Háa Kú L©n qu¶ nhiªn rÊt lîi h¹i, nh­ng t¹i h¹ ®· ®o¹t ®­îc b¶n ®å råi.	NpcName: tèt qu¸, ®a t¹ <sex>.																					
103	get_talk	NpcName: hiÖn nay ta ®· biÕt ®­îc n¬i ®¹t c¹m bÈy c¬ quan cña ®Şch trªn ThiÕt Ch­ëng S¬n Trang nµy, Lı Nh­îc Phi hiÖn ®ang lÈn trong thÇn ®iÖn cña ThiÕt Ch­ëng S¬n Trang, thÇn ®iÖn nµy ®Æt trong vŞ trİ bİ hiÓm, ng­êi b×nh th­ëng kh«ng dÔ dang ®ét nhËp.	NpcName: v× kh«ng thÓ t×m ra ®­êng vµo thÇn ®iÖn, chóng ta chØ cã thÓ th«ng qua ph¸ hñy c¸c c¹m bÈy c¬ quan ®Ó t×m lèi vµo thÇn ®iÖn th«i. C¸c h¹ h·y mang b¶n ®å nµy vÒ giao l¹i cho tr­ëng m«n ®Ó ng­êi h¹ lÖnh.	PlayerName: ta mang b¶n ®å vÒ gÆp Nh¹c tr­ëng m«n ®©y, t¹m biÖt.																				
103	finish_talk	PlayerName: Nh¹c tr­ëng m«n, ®©y lµ b¶n ®å cña ThiÕt Ch­ëng S¬n Trang.	NpcName: h·y ®Ó ta xem nµo.																					
104	get_talk	NpcName: Qu¶ thËt nguy hiÖm, khu vùc nµy ®Òu ®Æt nhiÒu c¹m bÉy, chØ tiÕc lµ kh«ng thÓ t×m ra ®­êng vµo thÇn ®iÖn.	PlayerName: v©ng th­ tr­ëng m«n, sù t×nh lµ thÕ nµy.....(kÎ l¹i sù t×nh t×m b¶n ®å cho Nh¹c BÊt QuÇn).	NpcName: th× ra lµ thÕ, thËt vÊt v¶ cho Tr×nh Phong vµ <sex> råi, cho dï thÕ nµo ®i ch¨ng n÷a chóng ta còng ph¶i gi¶i cøu Linh San.	NpcName: vËy chóng ta cÇn chuÈn bŞ cho cuéc gi¶i cøu, h·y gÆp l¹i t¹i ThiÕt Ch­ëng S¬n Trang, ®Ö tö L©m Thanh H¶i cña ta ®· t×m ®­îc ®­êng vµo ThiÕt Ch­ëng S¬n Trang, c¸c h¹ h·y ®Õn t×m anh ta ®Ó ®­a ®ÕnThiÕt Ch­ëng S¬n Trang.	PlayerName: chóng ta h·y nhanh chãng hµnh ®éng.																		
104	finish_talk	PlayerName: Nh¹c tr­ëng m«n, t¹i h¹ ®· ®Õn.	NpcName: ®a t¹ sù gióp ®ì cña <sex>, h«m nay chóng ta ph¶i c«ng ph¸ ThiÕt Ch­ëng S¬n Trang.																					
105	get_talk	PlayerName: ®­îc, tÊt c¶ ®Òu nghe theo chØ thŞ cña Nh¹c tr­ëng m«n.	NpcName: sau khi nghiªn cøu b¶n ®å, ta ph¸t hiÖn phİa ®«ng b¶n ®å cã 1 c¬ quan ®­îc trÊn gi÷ bëi mét con hæ d÷, c¸c h¹ cÇn nghÜ c¸ch tiªu diÖt hæ ®o¹t lÊy ch×a khãa më c¬ quan, t×m manh mèi vµo thÇn ®iÖn.	PlayerName: ®­îc th«i																				
105	finish_talk	PlayerName: Nh¹c tr­ëng m«n, ta ®· trë l¹i. Sau khi khëi ®éng c¬ quan th× xuÊt hiÖn 1 tia s¸ng mµu ®á trùc chØ h­íng b¾c	NpcName: qu¶ thËt kú l¹.																					
106	get_talk	NpcName: ngoµi c¬ quan phİa ®«ng, phİa t©y cña b¶n ®å cßn cã mét c¬ quan kh¸c, xung quanh bèn ph­¬ng chç nµy cã 8 tªn thñ vÖ trÊn thñ, <sex> cÇn t×m ch×a khãa trªn tõng ng­êi chóng míi cã thÓ më ra c¬ quan.	PlayerName: ®­îc, t¹i h¹i lËp tøc ®i ngay.																					
106	finish_talk	PlayerName: Nh¹c tr­ëng m«n, c¬ quan thø 2 còng ®­îc khëi ®éng vµ xuÊt hiÖn mét tia s¸ng mµu lôc chØ th¼ng h­íng b¾c	NpcName: ta nghÜ thÇn ®iÖn nhÊt ®Şnh täa l¹c t¹i b¾c b¶n ®å nµy.																					
107	get_talk	NpcName: nguy råi, ta nghe thÊy tiÕng gäi kªu cøu cña Linh San.	Nh¹c Linh San: Cha, h·y ®Õn cøu con	PlayerName: qu¶ nhiªn, Nh¹c tiÓu th­ bŞ giam trong thÇn ®iÖn.	NpcName: chóng ta h·y chia nhau ®i t×m nµo.																			
107	finish_talk	PlayerName: Nh¹c tiÓu th­, cuèi cïng còng ®· t×m ®­îc tiÓu th­ råi, tiÓu th­ kh«ng bŞ th­¬ng chø.																						
108	get_talk	NpcName: ta kh«ng sao, chóng ta h·y mau rêi khái n¬i nµy.	PlayerName: ®óng thÕ.	NpcName: nguy råi, bän ThiÕt Ch­ëng Èn SÜ ®· ph¸t hiÖn <sex>.	PlayerName: t¹i h¹ sÏ tiªu diÖt chóng.																			
108	finish_talk	PlayerName: Nh¹c tiÓu th­, chóng ta cã thÓ ®i råi.																						
109	get_talk	NpcName: A, cha, TiÓu Phi Tö, ng­êi b¾t gi÷ ta l¹i lµ TiÓu Phi Tö (Lı Nh­îc Phi vµ Nh¹c BÊt QuÇn cïng xuÊt hiÖn, Lı Nh­îc Phi th¸o bá mÆt n¹)	NpcName: Phi ca, huynh... tr­íc ®©y kh«ng ph¶i huynh ®· høa víi muéi sÏ kh«ng cho phĞp ai lµm h¹i ®Õn muéi, thÕ mµ h«m nay... (Nh¹c Linh San khãc ®au khæ)	PlayerName: Nh¹c ch­ëng m«n cuèi cïng «ng còng ®· ®Õn, qu¶ kh«ng ngoµi sù suy ®o¸n cña ta qu¶ nhiªn lµ tªn tiÓu tö Lı Nh­îc Phi chİnh lµ TiÓu Phi Tö.	Lı Nh­îc Phi: Kh«ng sai, ta chİnh lµ tªn tiÓu tö TiÓu Phi Tö n¨m x­a, Nh¹c BÊt QuÇn, ch¾c ng­¬i sÏ kh«ng ngê ng­¬i còng cã ngµy h«m nay, n¨m x­a ng­¬i bá l¹i cha ta khiÕn cha ta chÕt th¶m, h«m nay ta sÏ cho ng­¬i nÕm thö mïi vŞ khi mÊt ®i ng­êi th©n.	NpcName: xin huynh, ®õng h¹i cha muéi	Lı Nh­îc Phi: ta... huynh xin lçi muéi, h«m nay Nh¹c BÊt QuÇn nhÊt ®Şnh ph¶i ®Òn m¹ng.	Nh¹c BÊt QuÇn: Linh San, kh«ng cÇn van xin h¾n, cha nhÊt ®Şnh sÏ kh«ng ®Ó h¾n ®¾c th¾ng	Nh¹c BÊt QuÇn: <sex> chóng ta cïng hîp søc nhÊt ®Şnh sÏ ®¸nh b¹i ®­îc h¾n.	PlayerName: ®­îc, chóng ta lªn nµo.														
109	finish_talk	Lı Nh­îc Phi: hõ, Nh¹c BÊt QuÇn, h«m nay ta b¹i d­íi tay ng­¬i, cho dï cã chÕt, d­íi ®Şa ngôc ta còng sÏ t×m ng­¬i b¸o thï.	Nh¹c BÊt QuÇn: haha, vËy ta cho ng­¬i to¹i nguyÖn.	NpcName: cha, ®õng.... (ngay khi Nh¹c BÊt QuÇn ®Şnh xuèng tay giÕt Lı Nh­îc Phi, Nh¹c Linh San x«ng vµo c¶n tr­íc Lı Nh­îc Phi, Nh¹c BÊt QuÇn kh«ng kŞp rót tay...)	Nh¹c BÊt QuÇn: A, Linh San, sao con l¹i ngèc thÕ	NpcName: cha, cÇu xin cha tha m¹ng cho TiÓu Phi Tö	Lı Nh­îc Phi: Linh San, sao muéi l¹i lµm thÕ, ta thËt ®¸ng chÕt.		PlayerName: Lı Nh­îc Phi, Nh¹c tr­ëng m«n n¨m x­a còng v× cøu v·n ®¹i côc nªn kh«ng thÓ kh«ng quyÕt ®Şnh bá r¬i cha huynh, bÊy l©u nay «ng ta vÉn canh c¸nh trong lßng, nay chóng ta ®· tiªu diÖt ®­îc §«ng Ph­¬ng BÊt B¹i, c«ng lao cña Nh¹c tr­ëng m«n trong viÖc lËp kÕ ho¹ch cho cuéc chiÕn c«ng lao kh«ng nhá, v× thÕ còng xem nh­ ®· gióp cha anh b¸o ®­îc thï.	Lı Nh­îc Phi: ta,.....(Lı Nh­îc Phi ®au khæ bá ®i)															
110	get_talk	NpcName: ®a t¹ <sex> ®· t­¬ng trî, ph¸i Hoa S¬n cña chóng t«i nî ngµi mét ©n t×nh, hi väng sau nµy cßn cã thÓ gÆp l¹i TiÓu Phi Tö	Nh¹c BÊt QuÇn: con g¸i ngèc nghªch cña cha, ®õng nghÜ vÒ tªn tiÓu tö ®ã n÷a, ®Ó cha ®­a con vÒ Hoa S¬n trŞ th­¬ng.	Nh¹c BÊt QuÇn: mét lÇn n÷a c¶m t¹ <sex> ®· gióp søc gi¶i cøu con g¸i ta, kh«ng ngê Lı Nh­îc Phi chİnh lµ TiÓu Phi Tö, hi väng sau trËn chiÕn nµy h¾n cã thÓ tØnh ngé.	PlayerName: hi väng lµ thÕ.	Nh¹c BÊt QuÇn: <sex> h·y quay l¹i Hoa S¬n t×m ta, ta cßn mét viÖc cÇn bµn víi <sex>.	PlayerName: t¹i h¹ sÏ nhanh chãng trë l¹i Hoa S¬n																	
110	finish_talk	PlayerName: Nh¹c tr­ëng m«n, t¹i h¹ ®· trë l¹i, t×nh h×nh Nh¹c tiÓu th­ thÕ nµo råi?	NpcName: ®a t¹i <sex> quan t©m, tiÓu n÷ chØ cÇn nghÜ ng¬i mét thêi gian sÏ håi phôc. §óng råi, <sex> ®· gióp Hoa S¬n ta tho¸t khái tai kiÕp, ta quyÕt ®Şnh gióp <sex> ®¶ th«ng kinh m¹ch c¶nh giíi thø 2.	PlayerName: ®a t¹ Nh¹c tr­ëng m«n.																				
132	get_talk	PlayerName: B¸i kiÕn Ch©u tr­ëng m«n, v·n bèi ®· ng­ìng mé vâ c«ng b¸c ®¹i tinh th©m cña C«n L«n ph¸i ®· l©u, nay mong ®­îc trë thµnh ®Ö tö m«n h¹.	NpcName: Ha ha, ta ®· kh«ng qu¶n viÖc thu n¹p ®Ö tö ®· l©u, nh­ng ta c¶m nhËn ®­îc sù thµnh t©m cña ng­¬i, h·y ®i t×m s­ ®Ö ta M· BÊt TiÒn ®i.																					
132	finish_talk	PlayerName: B¸i kiÕn M· tr­ëng l·o, v·n bèi thµnh t©m mong ®­îc gia nhËp C«n L«n ph¸i, rÊt mong M· tiÒn bèi cã thÓ thu n¹p ®Ö tö.	NpcName: C«n L«n ph¸i ta vèn kh¸t cÇu hiÒn tµi, h·y ®Ó ta xem <sex> cã ®ñ n¨ng lùc ®Ó gia nhËp ph¸i ta.	PlayerName: Xin M· tiÒn bèi thØnh gi¸o.																				
133	get_talk	NpcName: Phİa sau C«n L«n s¬n ta cã trÊn ¸p mét Yªu Hå, ch­íng khİ trong ph¸p trËn ngµy cµng nÆng, tr¸nh t×nh huèng yªu hå tho¸t khái nói C«n L«n g©y h¹i nh©n gian, ta cÇn ph¶i phong Ên con Yªu Hå nµy cµng sím cµng tèt, <sex> h·y thay ta ®i thu phôc nã.	NpcName: Phong Ên Yªu hå cÇn Thiªn S­ Phï, TÇn BÊt Trİ gÇn ®©y ®ang nghiªn cøu Thiªn S­ Phï rÊt nhiÒu, ng­¬i h·y ®Õn t×m anh ta xem ®· hoµn thµnh nghiªn cøu ch­a.	PlayerName: §­îc, t¹i h¹ sÏ ®i thu phôc Yªu Hå ®ã.																				
133	finish_talk	PlayerName: TÇn s­ ca, xin chµo.	NpcName: C¸c h¹ chİnh lµ vŞ <sex> sÏ ®i phong Ên Yªu Hå mµ M· s­ huynh ta ®· nh¾c ®Õn.	PlayerName: §óng thÕ, chİnh lµ v·n bèi.																				
134	get_talk	NpcName: VËy ng­¬i h·y ®Õn T©y Thµnh §« phñ thu thËp 5 L«ng Thá Rõng vµ 5 M¸u Thá X¸m, cã ®­îc nh÷ng nguyªn liÖu nµy míi cã thÓ chÕ t¹o Thiªn S­ Phï	PlayerName: T¹i h¹ ®i ngay.																					
134	finish_talk	PlayerName: TÇn s­ ca, ®©y lµ nguyªn liÖu huynh cÇn.																						
135	get_talk	NpcName: §­îc råi, ®©y lµ Thiªn S­ Phï, h·y ®Õn sau nói phong Ên Yªu Hå ®i, xong viÖc h·y vÒ b¸o l¹i víi M· S­ Huynh.	PlayerName: §a t¹ TÇn s­ huynh																					
135	finish_talk	PlayerName: M· tiÒn bèi, t¹i h¹ ®· phong Ên ®­îc con Yªu Hå råi.	NpcName: Lµm tèt l¾m, <sex> ®· v­ît qua ®­îc kh¶o nghiÖm cña ta, hiÖn t¹i c¸c h¹ ®· cã thÓ trë thµnh ®Ö tö ph¸i C«n L«n ta, hi väng ng­¬i sÏ cè g¾ng luyÖn c«ng, vang danh C«n L«n ph¸i.	PlayerName: §a t¹ M· tiÒn bèi, ®Ö tö nhÊt ®Şnh kh¾c ghi gi¸o huÊn.																				
136	get_talk	PlayerName: B¸i kiÕn Sµi ch­ëng m«n, ng­ìng mé Thóy Yªn ph¸i vâ c«ng v« cïng tinh luyÖn, v·n bèi rÊt mong ®­îc trë thµnh ®Ö tö m«n h¹.	NpcName: Ng­êi muèn gia nhËp Thóy Yªn m«n ta rÊt nhiÒu, c¸c h¹ cã n¨ng lùc g× thuyÕt phôc ta thu nhËn? Muèn gia nhËp ph¸i ta ng­¬i cÇn ph¶i v­ît qua kh¶o nghiÖm cña s­ phô, h·y ®Õn t×m s­ phô Chu Tö V¨n ®Ó nhËn nhiÖm vô.	PlayerName: §a t¹ ch­ëng m«n, v·n bèi nhÊt ®Şnh hoµn thµnh nhiÖm vô ®­îc giao.																				
136	finish_talk	PlayerName: B¸i kiÕn s­ phô.	NpcName: Haha, ng­¬i vÉn ch­a lµ ®Ö tö ph¸i Thóy Yªn, sao cã thÓ gäi ta lµ s­ phô ®­îc?	PlayerName: V·n bèi v« lÔ, kİnh xin Tö V¨n tû l­îng thø. V·n bèi thµnh t©m mong ®­îc gia nhËp Thóy Yªn m«n, xin Tö V¨n tû chØ gi¸o.																				
137	get_talk	NpcName: xem ng­¬i lÔ phĞp nh­ vËy, thÕ th× h·y gióp ta ®Õn §¹i Lı phñ t×m Tö Quyªn C« N­¬ng, cã Êy ®· gióp ta viÕt mét bµi nh¹c phæ, do gÇn ®©y §¹i Lı chiÕn sù liªn miªn, th­ tİn qua l¹i kh«ng tiÖn, ®µnh nhê c¸c h¹ vËy.	PlayerName: ®­îc, t¹i h¹ ®i ngay.	NpcName: ®©y lµ t©m ph¸p vò ®¹o cña Thóy Yªn m«n, h·y giao cho Tö Quyªn, gióp ta c¶m t¹ c« Êy	PlayerName: V©ng, v·n bèi nhÊt ®Şnh hoµn thµnh nhiÖm vô.																			
137	finish_talk	PlayerName:Tö Quyªn C« N­¬ng, xin chµo. §©y lµ vò ®¹o t©m ph¸p cña Thóy Yªn m«n Tö V¨n tû ®· nhê t¹i h¹ chuyÓn gióp.	NpcName: §a t¹, <sex> vÊt v¶ råi.																					
138	get_talk	NpcName: §©y lµ nh¹c phæ do ta s¸ng t¸c, ®· muèn giao cho Tö V¨n tû tõ l©u, lÇn nµy phiÒn <sex> giao gióp.	PlayerName: §­îc, t¹i h¹ sÏ mang vÒ giao cho Tö V¨n tû.	NpcName: §a t¹ <sex>, ®i ®­êng cÈn thËn.																				
138	finish_talk	PlayerName: Tö V¨n tû, t¹i h¹ ®· trë vÒ, ®©y lµ nh¹c phæ mµ Tö Quyªn C« N­¬ng chuyÓn l¹i.	NpcName: ThËt tèt qu¸, ®a t¹ <sex> gióp ®ì.																					
139	get_talk	NpcName: <sex> vÊt v¶ råi, c¸c h¹ ®· v­ît qua kh¶o nghiÖm cña ta, nh­ng muèn gia nhËp m«n ph¸i Thóy Yªn c¸c h¹ cÇn cã sù ®ång thuËn tõ Linh N÷ Hå M¹n Thµnh, h·y ®Õn t×m c« Êy.	PlayerName: T¹i h¹ sÏ nç lùc.																					
139	finish_talk	PlayerName: M¹n Thµnh tû tû.	NpcName: Ng­¬i chİnh lµ ng­êi mµ Tö V¨n ®· nãi sao.																					
140	get_talk	PlayerName: Chİnh lµ t¹i h¹, mong M¹n Thµnh tû tû chØ gi¸o?	NpcName: Ng­¬i ®Õn ®óng lóc l¾m, TiÓu §iªu cña ta nh©n lóc ta ngñ say ch¹y ra ngoµi Thóy Yªn m«n ch¬i ®ïa kh«ng may bŞ §éc Gi¸p Trïng ®èt ph¶i.	NpcName: TiÓu §iªu ®¸ng th­¬ng ®· tróng §éc Gi¸p Trïng, nh­ng ta biÕt MËt Ong cã thÓ gi¶i ®éc, <sex> h·y ®Õn Thóy Yªn M«n thu thËp 5 MËt Ong vÒ.	PlayerName: Th«i ®­îc, t¹i h¹ ®i ®©y.																			
140	finish_talk	PlayerName: §©y lµ MËt Ong ng­¬i cÇn.	NpcName: §a t¹ <sex>, ta cÇn gi¶i ®éc cho TiÓu §iªu ngay.	PlayerName: §õng kh¸ch s¸o, hy väng TiÓu §iªu sím b×nh phôc.																				
141	get_talk	NpcName: <sex> qu¶ lµ ng­êi tèt, ta ®ång ı c¸c h¹ gia nhËp Thóy Yªn m«n, h·y ®Õn bÈm b¸o víi ch­ëng m«n ®i.	PlayerName: §a t¹ M¹n Thµnh tû.																					
141	finish_talk	PlayerName: Ch­ëng m«n, tiÓu n÷ ®· v­ît qua kh¶o nghiÖm cña 2 vŞ s­ phô råi.	NpcName: Chóc mõng <sex> gia nhËp Thóy Yªn m«n ta, hy väng <sex> cã thÓ nç lùc luyÖn c«ng, mang thanh danh m«n ph¸i ph¸t d­¬ng quang ®¹i.	PlayerName: §a t¹ ch­ëng m«n, t¹i h¹ nhÊt ®Şnh kh«ng phô lßng mong ®îi cña ng­êi.																				
142	get_talk	NpcName:<sex> cuèi cïng ng­¬i còng ®· ®Õn, nghe ®©u d¹o nµy cã rÊt nhiÒu liÖp hé ®i s¨n cã ®i kh«ng vÒ, nghe ®©u bŞ yªu ma b¾t ®i, nh­ng 2 ngµy gÇn ®©y ë Thµnh §« cã mét liÖp hé ®i s¨n an toµn trë vÒ, lµ mét cao thñ vâ l©m, chóng ta nªn v× b¸ t¸nh mµ trõ h¹i, <sex> Vâ NghÖ Cao C­êng, ta muèn nhê ng­¬i ®Õn Thµnh §« t×m hiÓu t×nh h×nh xem sao, nÕu diÖt trõ ®­îc yªu ma,  <sex> sÏ lËp ®­îc ®¹i c«ng.	PlayerName: §­îc th«i, t¹i h¹ nhÊt ®Şnh cè g¾ng.																					
142	finish_talk	PlayerName: §¹i ca, gÇn ®©y nghe ®ån rÊt nhiÒu liÖp hé ®i s¨n cã ®i kh«ng vÒ, nghe ®©u bŞ yªu ma b¾t ®i, kh«ng biÕt lµ cã viÖc nµy hay kh«ng n÷a?	NpcName: (Kinh ng¹c) cã chuyÖn nµy thËt sao, lóc ®ã tı n÷a th× ®· bŞ yªu ma giÕt chÕt råi, thËt may m¾n Nhan Kha ®· cøu ta.																					
143	get_talk	PlayerName: T¹i h¹ sÏ trõ h¹i cho b¸ t¸nh, do ®ã còng muèn b¸i kiÕn ®¹i hiÖp Nhan Kha vâ nghÖ cao c­êng, kh«ng biÕt Nhan Kha huynh Êy ®ang ë ph­¬ng trêi nµo?	NpcName: T¹i h¹ xin c¶m t¹ <sex> v× sù b×nh yªn cña b¸ t¸nh, Nhan ®¹i hiÖp hiÖn ®angë Linh B¶o S¬n trõ yªu, hy väng ng­¬i cã thÓ cïng huynh Êy tiªu diÖt yªu ma, ®Ó ta cã thÓ an t©m mµ sèng b×nh yªn.	PlayerName: §­îc th«i, ta sÏ nhanh chãng t×m ®­îc Nhan ®¹i hiÖp, nhÊt ®Şnh kh«ng®Ó cho lò yªu ma kia tiÕp tôc hoµnh hµnh n÷a.																				
143	finish_talk	PlayerName: B¸i kiÕn Nhan ®¹i hiÖp.																						
144	get_talk	NpcName: Kh«ng d¸m, kh«ng biÕt <sex> t×m ta cã viÖc g× kh«ng?	PlayerName: T¹i h¹ nghe ®ån Nhan ®¹i hiÖp ®· cøu mét liÖp hé, Nhan ®¹i hiÖp qu¶ lµ cao thñ, ta hy väng cã thÓ cïng Nhan ®¹i hiÖp diÖt trõ yªu ma, ®Ó cho b¸ t¸nh kh«ng cßn hoang mang lo sî n÷a.	NpcName: <sex> Tuæi trÎ tµi cao nh­ ng­¬i l¹i cã lßng tèt nh­ vËy, t¹i h¹ lÊy lµm kİnh phôc. Ngµy nay yªu ma xuÊt hiÖn, søc m¹nh kinh ng­êi, ng­êi phµm trÇn kh«ng dÔ g× ®· thu phôc ®­îc nã, Ta ®ang chÕ t¹o ph¸p phï thu phôc ng­ qu¸i, cÇn cã mét sè nguyªn liÖu, kh«ng biÕt <sex> cã thÓ gióp ta ®­îc kh«ng?	PlayerName: Tèt th«i, kh«ng biÕt Nhan ®¹i hiÖp cÇn nh÷ng nguyªn liÖu nµo?	NpcName: Ng­¬i ®Õn Thanh Thµnh S¬n Thiªn S­ §éng TÇng 1 lÊy trªn ng­êi Thô Qu¸i 5 M¶nh Linh DiÖp V¹n N¨m, t¹i tÇng 2 lÊy 5 Kú L©n HuyÕt vÒ ®©y.	PlayerName: Th«i ®­îc, t¹i h¹ xuÊt ph¸t ®©y.																	
144	finish_talk	PlayerName: Nhan ®¹i hiÖp, ta ®· vÒ råi, ®©y lµ nguyªn liÖu mµ huynh cÇn.																						
145	get_talk	NpcName: Tèt qu¸, ®a t¹ <sex>. Xem ra <sex> vâ c«ng thËt lîi h¹i, ta quyÕt ®Şnh ®Ó ng­¬i ®i thu phôc Ng­ Qu¸i, kh«ng biÕt ı cña <sex> thÊy thÕ nµo?	PlayerName: §­¬ng nhiªn råi, ®a t¹ Nhan ®¹i hiÖp ®· xem träng ta, ta nhÊt ®Şnh sÏ tiªu diÖt Ng­ Qu¸i.	NpcName: §õng kh¸ch s¸o, ®©y lµ c¸i Chu«ng trªn cã d¸n phï trõ yªu, ng­¬i ®Õn Nam Thµnh §«, l¾c chu«ng dô Ng­ Qu¸i ra vµ tiªu diÖt nã.	PlayerName: §­îc th«i, ta nhÊt ®Şnh sÏ tiªu diÖt Ng­ Qu¸i.																			
145	finish_talk	PlayerName: Nhan ®¹i hiÖp, con Ng­ Qu¸i nµy thËt lîi h¹i, nh­ng mµ ta ®· tiªu diÖt nã.	NpcName: Tèt ! Tèt ! Ng­¬i vÊt v¶ qu¸ <sex>µ.																					
