Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	HiÖu øng	Gi÷ l¹i b	L­u c	L­u d	L­u e	L­u f	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh (1=nam; 2=n÷)	ThÓ h×nh (1=nam tiªu chuÈn; 2=nam kh«i ng«; 3=n÷ gîi c¶m; 4=kiÒu n÷)	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi trang bŞ lªn ng­êi sÏ hiÖn tªn lo¹i h×nh	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	L­u ( Ch÷ sè)	Gi¸ trŞ
Hoa	0	121	202	0	0		111;112							1	2	4		\image\item\ornament\µûÁµ»¨×ã²¿a36.spr	\image\item\ornament\µûÁµ»¨×ã²¿a120.spr	Göi t­¬ng t­ theo c¸nh b­ím, lÖ ®Ém c¸nh hoa.		ThÇn bİ		1	2	1			999
Hoa Quy T¸ng	0	120	203	0	0		0;203							1	1	1		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
Hoa Quy T¸ng	0	120	204	0	0		0;204							1	1	2		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
Hoa Quy T¸ng	0	120	205	0	0		0;205							1	2	3		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
Hoa Quy T¸ng	0	120	206	0	0		0;206							1	2	4		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
VÊn Hµn	0	119	203	0	0		113;114							1	1	1		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
VÊn Hµn	0	119	204	0	0		115;116							1	1	2		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
VÊn Hµn	0	119	205	0	0		117;118							1	2	3		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
VÊn Hµn	0	119	206	0	0		119;120							1	2	4		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
§¹p TuyÕt	0	121	203	0	0		113;114							1	1	1		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
§¹p TuyÕt	0	121	204	0	0		115;116							1	1	2		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
§¹p TuyÕt	0	121	205	0	0		117;118							1	2	3		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
§¹p TuyÕt	0	121	206	0	0		119;120							1	2	4		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	C¶nh cò vÉn cßn mµ ng­êi ë n¬i nµo		ThÇn bİ		1	2	1			999
Khuynh	0	120	207				0;207							1	1	1		\image\item\ornament\µûÁµ»¨±³²¿b36.spr	\image\item\ornament\µûÁµ»¨±³²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Khuynh	0	120	208				0;208							1	1	2		\image\item\ornament\µûÁµ»¨±³²¿b36.spr	\image\item\ornament\µûÁµ»¨±³²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Khuynh	0	120	209				0;209							1	2	3		\image\item\ornament\µûÁµ»¨±³²¿b36.spr	\image\item\ornament\µûÁµ»¨±³²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Khuynh	0	120	210				0;210							1	2	4		\image\item\ornament\µûÁµ»¨±³²¿b36.spr	\image\item\ornament\µûÁµ»¨±³²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Tóy	0	119	207				121;122							1	1	1		\image\item\ornament\µûÁµ»¨¼ç²¿b36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Tóy	0	119	208				123;124							1	1	2		\image\item\ornament\µûÁµ»¨¼ç²¿b36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Tóy	0	119	209				125;126							1	2	3		\image\item\ornament\µûÁµ»¨¼ç²¿b36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Tóy	0	119	210				127;128							1	2	4		\image\item\ornament\µûÁµ»¨¼ç²¿b36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Thµnh	0	121	207				121;122							1	1	1		\image\item\ornament\µûÁµ»¨×ã²¿b36.spr	\image\item\ornament\µûÁµ»¨×ã²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Thµnh	0	121	208				123;124							1	1	2		\image\item\ornament\µûÁµ»¨×ã²¿b36.spr	\image\item\ornament\µûÁµ»¨×ã²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Thµnh	0	121	209				125;126							1	2	3		\image\item\ornament\µûÁµ»¨×ã²¿b36.spr	\image\item\ornament\µûÁµ»¨×ã²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Thµnh	0	121	210				127;128							1	2	4		\image\item\ornament\µûÁµ»¨×ã²¿b36.spr	\image\item\ornament\µûÁµ»¨×ã²¿b120.spr	Uèng dÇu ph¸ buån, giê tiÕc cã phô long c«. Mét vËt quı do Giang Hå PhÇm Hoa Sö tµng tr÷.		ThÇn bİ		1	2	1			999
Qu¶ Chuèi To	0	120	211				0;211							1	1	1		\image\item\ornament\back2Ïã½¶01a1.spr	\image\item\ornament\back2Ïã½¶01a0.spr	§©y lµ mét qu¶ chuèi trang träng, kh«ng cho ¨n!		ThÇn bİ		1	2	1			999
Qu¶ Chuèi To	0	120	212				0;212							1	1	2		\image\item\ornament\back2Ïã½¶01a1.spr	\image\item\ornament\back2Ïã½¶01a0.spr	§©y lµ mét qu¶ chuèi trang träng, kh«ng cho ¨n!		ThÇn bİ		1	2	1			999
Qu¶ Chuèi To	0	120	213				0;213							1	2	3		\image\item\ornament\back2Ïã½¶01a1.spr	\image\item\ornament\back2Ïã½¶01a0.spr	§©y lµ mét qu¶ chuèi trang träng, kh«ng cho ¨n!		ThÇn bİ		1	2	1			999
Qu¶ Chuèi To	0	120	214				0;214							1	2	4		\image\item\ornament\back2Ïã½¶01a1.spr	\image\item\ornament\back2Ïã½¶01a0.spr	§©y lµ mét qu¶ chuèi trang träng, kh«ng cho ¨n!		ThÇn bİ		1	2	1			999
øc Giang Nam	0	120	215				0;215							1	1	1		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
øc Giang Nam	0	120	216				0;216							1	1	2		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
øc Giang Nam	0	120	217				0;217							1	2	3		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
øc Giang Nam	0	120	218				0;218							1	2	4		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Giang Hoa	0	119	211				129;130							1	1	1		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Giang Hoa	0	119	212				131;132							1	1	2		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Giang Hoa	0	119	213				133;134							1	2	3		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Giang Hoa	0	119	214				135;136							1	2	4		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Xu©n Lai Thñy	0	121	211				129;130							1	1	1		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Xu©n Lai Thñy	0	121	212				131;132							1	1	2		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Xu©n Lai Thñy	0	121	213				133;134							1	2	3		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Xu©n Lai Thñy	0	121	214				135;136							1	2	4		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	Xu©n qua ®«ng tíi, sao l¹i kh«ng nhí giang hå.		ThÇn bİ		1	2	1			999
Mai Tiªu TuyÕt	0	120	219				0;219							1	1	1		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Mai Tiªu TuyÕt	0	120	220				0;220							1	1	2		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Mai Tiªu TuyÕt	0	120	221				0;221							1	2	3		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Mai Tiªu TuyÕt	0	120	222				0;222							1	2	4		\image\item\ornament\±ù»¨±³²¿36.spr	\image\item\ornament\±ù»¨±³²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Héc Ch©u	0	119	215				137;138							1	1	1		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Héc Ch©u	0	119	216				139;140							1	1	2		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Héc Ch©u	0	119	217				141;142							1	2	3		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Héc Ch©u	0	119	218				143;144							1	2	4		\image\item\ornament\±ù»¨¼ç²¿36.spr	\image\item\ornament\±ù»¨¼ç²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Tóy Ph¸ch	0	121	215				137;138							1	1	1		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Tóy Ph¸ch	0	121	216				139;140							1	1	2		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Tóy Ph¸ch	0	121	217				141;142							1	2	3		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
Tóy Ph¸ch	0	121	218				143;144							1	2	4		\image\item\ornament\±ù»¨×ã²¿36.spr	\image\item\ornament\±ù»¨×ã²¿120.spr	T­¬ng truyÒn lµ vËt do Héc Ch©u phu nh©n chÕ t¹o.		ThÇn bİ		1	2	1			999
§µo Chi	0	120	223				0;223							1	1	1		\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa0.spr	V× ai mµ ®¾m say.		ThÇn bİ		1	2	1			999
§µo Chi	0	120	224				0;224							1	1	2		\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa0.spr	V× ai mµ ®¾m say.		ThÇn bİ		1	2	1			999
§µo Chi	0	120	225				0;225							1	2	3		\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa0.spr	V× ai mµ ®¾m say.		ThÇn bİ		1	2	1			999
§µo Chi	0	120	226				0;226							1	2	4		\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²±³²¿¹Ò¼şa0.spr	V× ai mµ ®¾m say.		ThÇn bİ		1	2	1			999
§µo DiÖp	0	119	223				145;146							1	1	1		\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa0.spr	TÆng ng­êi §µo DiÖp, ng­êi cã hiÓu lßng ta? 		ThÇn bİ		1	2	1			999
§µo DiÖp	0	119	224				147;148							1	1	2		\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa0.spr	TÆng ng­êi §µo DiÖp, ng­êi cã hiÓu lßng ta? 		ThÇn bİ		1	2	1			999
§µo DiÖp	0	119	225				149;150							1	2	3		\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa0.spr	TÆng ng­êi §µo DiÖp, ng­êi cã hiÓu lßng ta? 		ThÇn bİ		1	2	1			999
§µo DiÖp	0	119	226				151;152							1	2	4		\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²¼ç²¿¹Ò¼şa0.spr	TÆng ng­êi §µo DiÖp, ng­êi cã hiÓu lßng ta? 		ThÇn bİ		1	2	1			999
§µo C¨n	0	121	223				145;146							1	1	1		\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa0.spr	Bãng chiÒu tÜnh mŞch, hoa ®µo phÊp phíi.		ThÇn bİ		1	2	1			999
§µo C¨n	0	121	224				147;148							1	1	2		\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa0.spr	Bãng chiÒu tÜnh mŞch, hoa ®µo phÊp phíi.		ThÇn bİ		1	2	1			999
§µo C¨n	0	121	225				149;150							1	2	3		\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa0.spr	Bãng chiÒu tÜnh mŞch, hoa ®µo phÊp phíi.		ThÇn bİ		1	2	1			999
§µo C¨n	0	121	226				151;152							1	2	4		\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa1.spr	\image\item\ornament\ÌÒØ²½Å²¿¹Ò¼şa0.spr	Bãng chiÒu tÜnh mŞch, hoa ®µo phÊp phíi.		ThÇn bİ		1	2	1			999
Thanh	0	119	227				153;154							1	1	1		\image\item\ornament\µûÁµ»¨¼ç²¿36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
Thanh	0	119	228				155;156							1	1	2		\image\item\ornament\µûÁµ»¨¼ç²¿36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
Thanh	0	119	229				157;158							1	2	3		\image\item\ornament\µûÁµ»¨¼ç²¿36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
Thanh	0	119	230				159;160							1	2	4		\image\item\ornament\µûÁµ»¨¼ç²¿36.spr	\image\item\ornament\µûÁµ»¨¼ç²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
Ngäc	0	120	227				0;227							1	1	1		\image\item\ornament\µûÁµ»¨±³²¿36.spr	\image\item\ornament\µûÁµ»¨±³²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
Ngäc	0	120	228				0;228							1	1	2		\image\item\ornament\µûÁµ»¨±³²¿36.spr	\image\item\ornament\µûÁµ»¨±³²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
Ngäc	0	120	229				0;229							1	2	3		\image\item\ornament\µûÁµ»¨±³²¿36.spr	\image\item\ornament\µûÁµ»¨±³²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
Ngäc	0	120	230				0;230							1	2	4		\image\item\ornament\µûÁµ»¨±³²¿36.spr	\image\item\ornament\µûÁµ»¨±³²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
¸n	0	121	227				153;154							1	1	1		\image\item\ornament\µûÁµ»¨×ã²¿36.spr	\image\item\ornament\µûÁµ»¨×ã²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
¸n	0	121	228				155;156							1	1	2		\image\item\ornament\µûÁµ»¨×ã²¿36.spr	\image\item\ornament\µûÁµ»¨×ã²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
¸n	0	121	229				157;158							1	2	3		\image\item\ornament\µûÁµ»¨×ã²¿36.spr	\image\item\ornament\µûÁµ»¨×ã²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
¸n	0	121	230				159;160							1	2	4		\image\item\ornament\µûÁµ»¨×ã²¿36.spr	\image\item\ornament\µûÁµ»¨×ã²¿120.spr	Mü nh©n tÆng ta cÈm vãc ®Ñp, ngoµi c¸i m©m ngäc xanh ra ta cßn cã thÓ tÆng l¹i c¸i g× cho c« ®©u?		ThÇn bİ		1	2	1			999
¸o T¬i	0	120	231				0;231							1	1	1		\image\item\ornament\ËòÒÂa1.spr	\image\item\ornament\ËòÒÂa0.spr	MÆc ¸o t¬i mµ m­a phïn l¹i thÕ nµo,T« §«ng Pha mÆc  ¸o t¬i nµy khi gÆp m­a t¹i Xa Hå §¹o.		ThÇn bİ		1	0	1			999
¸o T¬i	0	120	232				0;232							1	1	2		\image\item\ornament\ËòÒÂa1.spr	\image\item\ornament\ËòÒÂa0.spr	MÆc ¸o t¬i mµ m­a phïn l¹i thÕ nµo,T« §«ng Pha mÆc  ¸o t¬i nµy khi gÆp m­a t¹i Xa Hå §¹o.		ThÇn bİ		1	0	1			999
¸o T¬i	0	120	233				0;233							1	2	3		\image\item\ornament\ËòÒÂa1.spr	\image\item\ornament\ËòÒÂa0.spr	MÆc ¸o t¬i mµ m­a phïn l¹i thÕ nµo,T« §«ng Pha mÆc  ¸o t¬i nµy khi gÆp m­a t¹i Xa Hå §¹o.		ThÇn bİ		1	0	1			999
¸o T¬i	0	120	234				0;234							1	2	4		\image\item\ornament\ËòÒÂa1.spr	\image\item\ornament\ËòÒÂa0.spr	MÆc ¸o t¬i mµ m­a phïn l¹i thÕ nµo,T« §«ng Pha mÆc  ¸o t¬i nµy khi gÆp m­a t¹i Xa Hå §¹o.		ThÇn bİ		1	0	1			999
Lª TuyÕt	0	120	235				0;235							1	1	1		\image\item\ornament\ÌÒØ²±³°×a1.spr	\image\item\ornament\ÌÒØ²±³°×a0.spr	L¹c D­¬ng  hoa Lª r¬i nh­ TuyÕt, bë s«ng cá xanh t­oi		ThÇn bİ		1	2	1			999
Lª TuyÕt	0	120	236				0;236							1	1	2		\image\item\ornament\ÌÒØ²±³°×a1.spr	\image\item\ornament\ÌÒØ²±³°×a0.spr	L¹c D­¬ng  hoa Lª r¬i nh­ TuyÕt, bë s«ng cá xanh t­oi		ThÇn bİ		1	2	1			999
Lª TuyÕt	0	120	237				0;237							1	2	3		\image\item\ornament\ÌÒØ²±³°×a1.spr	\image\item\ornament\ÌÒØ²±³°×a0.spr	L¹c D­¬ng  hoa Lª r¬i nh­ TuyÕt, bë s«ng cá xanh t­oi		ThÇn bİ		1	2	1			999
Lª TuyÕt	0	120	238				0;238							1	2	4		\image\item\ornament\ÌÒØ²±³°×a1.spr	\image\item\ornament\ÌÒØ²±³°×a0.spr	L¹c D­¬ng  hoa Lª r¬i nh­ TuyÕt, bë s«ng cá xanh t­oi		ThÇn bİ		1	2	1			999
Lª V©n	0	119	235				161;162							1	1	1		\image\item\ornament\ÌÒØ²¼ç°×a1.spr	\image\item\ornament\ÌÒØ²¼ç°×a0.spr	Lª V©n LiÔu Tù Céng Vi Mang, Xu©n NhËp Nguyªn L©m S¸c NhÊt Ph­¬ng		ThÇn bİ		1	2	1			999
Lª V©n	0	119	236				163;164							1	1	2		\image\item\ornament\ÌÒØ²¼ç°×a1.spr	\image\item\ornament\ÌÒØ²¼ç°×a0.spr	Lª V©n LiÔu Tù Céng Vi Mang, Xu©n NhËp Nguyªn L©m S¸c NhÊt Ph­¬ng		ThÇn bİ		1	2	1			999
Lª V©n	0	119	237				165;166							1	2	3		\image\item\ornament\ÌÒØ²¼ç°×a1.spr	\image\item\ornament\ÌÒØ²¼ç°×a0.spr	Lª V©n LiÔu Tù Céng Vi Mang, Xu©n NhËp Nguyªn L©m S¸c NhÊt Ph­¬ng		ThÇn bİ		1	2	1			999
Lª V©n	0	119	238				167;168							1	2	4		\image\item\ornament\ÌÒØ²¼ç°×a1.spr	\image\item\ornament\ÌÒØ²¼ç°×a0.spr	Lª V©n LiÔu Tù Céng Vi Mang, Xu©n NhËp Nguyªn L©m S¸c NhÊt Ph­¬ng		ThÇn bİ		1	2	1			999
Lª Song	0	121	235				161;162							1	1	1		\image\item\ornament\ÌÒØ²ÍÈ°×a1.spr	\image\item\ornament\ÌÒØ²ÍÈ°×a0.spr	Hµnh Kh¸n §¸n Hy Lª Song Ph¸t, Do H÷u S¬n Hµn Th­¬ng Töu H­		ThÇn bİ		1	2	1			999
