Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
B¹o S¸t Trang	0	101	25111	40	41	0	150	10;18					25111	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_008a1.spr	\image\item\shoe\man1_tro_008a0.spr	H¹ y sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o Th¸nh ChiÕn, chÕ t¹o tõ nguyªn liÖu ®Æc biÖt, rÊt bÒn	±ê×¼ÄĞÏÂÉí002	§· khãa		5	1	1	25	0	999				
B¹o S¸t Trang	0	101	25112	40	41	0	150	10;18					25112	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_008a1.spr	\image\item\shoe\man2_tro_008a0.spr	H¹ y sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o Th¸nh ChiÕn, chÕ t¹o tõ nguyªn liÖu ®Æc biÖt, rÊt bÒn	¿ıÎàÄĞÏÂÉí001	§· khãa		5	1	1	25	0	999				
B¹o S¸t Trang	0	101	25113	40	41	0	150	10;18					25113	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_008a1.spr	\image\item\shoe\fm1_tro_008a0.spr	H¹ y sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o Th¸nh ChiÕn, chÕ t¹o tõ nguyªn liÖu ®Æc biÖt, rÊt bÒn	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		5	1	1	25	0	999				
B¹o S¸t Trang	0	101	25114	40	41	0	150	10;18					25114	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_008a1.spr	\image\item\shoe\fm2_tro_008a0.spr	H¹ y sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o Th¸nh ChiÕn, chÕ t¹o tõ nguyªn liÖu ®Æc biÖt, rÊt bÒn	½¿Ğ¡Å®ÏÂÉí005	§· khãa		5	1	1	25	0	999				
Hé Gi¸o Sø-Hång DiÖm Gi¸p Trang	0	101	25121	50	5001	0	200	24;12					25121	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	H¹ y sö dông bëi hé gi¸o sø, t¹o thµnh tõ nguyªn liÖu hiÕm cã, tr¶i qua ngµn bóa tr¨m luyÖn,s¾c nh­ hång diÖm, cè danh.	±ê×¼ÄĞÏÂÉí002	§· khãa		7	1	1	25	0	999				
Hé Gi¸o Sø-Hång DiÖm Gi¸p Trang	0	101	25122	50	5001	0	200	24;12					25122	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	H¹ y sö dông bëi hé gi¸o sø, t¹o thµnh tõ nguyªn liÖu hiÕm cã, tr¶i qua ngµn bóa tr¨m luyÖn,s¾c nh­ hång diÖm, cè danh.	¿ıÎàÄĞÏÂÉí001	§· khãa		7	1	1	25	0	999				
Hé Gi¸o Sø-Hång DiÖm Gi¸p Trang	0	101	25123	50	5001	0	200	24;12					25123	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	H¹ y sö dông bëi hé gi¸o sø, t¹o thµnh tõ nguyªn liÖu hiÕm cã, tr¶i qua ngµn bóa tr¨m luyÖn,s¾c nh­ hång diÖm, cè danh.	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		7	1	1	25	0	999				
Hé Gi¸o Sø-Hång DiÖm Gi¸p Trang	0	101	25124	50	5001	0	200	24;12					25124	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	H¹ y sö dông bëi hé gi¸o sø, t¹o thµnh tõ nguyªn liÖu hiÕm cã, tr¶i qua ngµn bóa tr¨m luyÖn,s¾c nh­ hång diÖm, cè danh.	½¿Ğ¡Å®ÏÂÉí005	§· khãa		7	1	1	25	0	999				
TrËn Binh Gi¸p Trang	0	101	26101	30	21	0	120	8;15					26101	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_002a1.spr	\image\item\shoe\man1_tro_002a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña  Minh Gi¸o TrËn Binh, kiªn cè ch¾c ch¾n.	±ê×¼ÄĞÏÂÉí001	§· khãa		4	1	1	26	0	999				
TrËn Binh Gi¸p Trang	0	101	26102	30	21	0	120	8;15					26102	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_002a1.spr	\image\item\shoe\man2_tro_002a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña  Minh Gi¸o TrËn Binh, kiªn cè ch¾c ch¾n.	¿ıÎàÄĞÏÂÉí004	§· khãa		4	1	1	26	0	999				
TrËn Binh Gi¸p Trang	0	101	26103	30	21	0	120	8;15					26103	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_002a1.spr	\image\item\shoe\fm1_tro_002a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña  Minh Gi¸o TrËn Binh, kiªn cè ch¾c ch¾n.	ĞÔ¸ĞÅ®ÏÂÉí033	§· khãa		4	1	1	26	0	999				
TrËn Binh Gi¸p Trang	0	101	26104	30	21	0	120	8;15					26104	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_002a1.spr	\image\item\shoe\fm2_tro_002a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña  Minh Gi¸o TrËn Binh, kiªn cè ch¾c ch¾n.	½¿Ğ¡Å®ÏÂÉí003	§· khãa		4	1	1	26	0	999				
Tö SÜ Gi¸p Trang	0	101	26111	40	41	0	150	10;18					26111	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_008a1.spr	\image\item\shoe\man1_tro_008a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o TrËn Binh , lµm tõ Tinh Cang, cã hiÖu qu¶ chèng ®Şch.	±ê×¼ÄĞÏÂÉí002	§· khãa		5	1	1	26	0	999				
Tö SÜ Gi¸p Trang	0	101	26112	40	41	0	150	10;18					26112	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_008a1.spr	\image\item\shoe\man2_tro_008a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o TrËn Binh , lµm tõ Tinh Cang, cã hiÖu qu¶ chèng ®Şch.	¿ıÎàÄĞÏÂÉí001	§· khãa		5	1	1	26	0	999				
Tö SÜ Gi¸p Trang	0	101	26113	40	41	0	150	10;18					26113	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_008a1.spr	\image\item\shoe\fm1_tro_008a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o TrËn Binh , lµm tõ Tinh Cang, cã hiÖu qu¶ chèng ®Şch.	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		5	1	1	26	0	999				
Tö SÜ Gi¸p Trang	0	101	26114	40	41	0	150	10;18					26114	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_008a1.spr	\image\item\shoe\fm2_tro_008a0.spr	Gi¸p trang ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o TrËn Binh , lµm tõ Tinh Cang, cã hiÖu qu¶ chèng ®Şch.	½¿Ğ¡Å®ÏÂÉí005	§· khãa		5	1	1	26	0	999				
Ch­ëng Kú Sø-Xİch Linh Gi¸p Trang	0	101	26121	50	5001	0	200	18;18					26121	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	 Ch­ëng Kú sö dông tinh th«ng thuËt rÌn, chän tinh thiÕt th­îng ®¼ng, tr¶i qua ngµn bóa tr¨m luyÖn,rÌn ra th­îng ®¼ng Gi¸p Trang, tªn lµ Xİch Linh.	±ê×¼ÄĞÏÂÉí002	§· khãa		7	1	1	26	0	999				
Ch­ëng Kú Sø-Xİch Linh Gi¸p Trang	0	101	26122	50	5001	0	200	18;18					26122	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	 Ch­ëng Kú sö dông tinh th«ng thuËt rÌn, chän tinh thiÕt th­îng ®¼ng, tr¶i qua ngµn bóa tr¨m luyÖn,rÌn ra th­îng ®¼ng Gi¸p Trang, tªn lµ Xİch Linh.	¿ıÎàÄĞÏÂÉí001	§· khãa		7	1	1	26	0	999				
Ch­ëng Kú Sø-Xİch Linh Gi¸p Trang	0	101	26123	50	5001	0	200	18;18					26123	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	 Ch­ëng Kú sö dông tinh th«ng thuËt rÌn, chän tinh thiÕt th­îng ®¼ng, tr¶i qua ngµn bóa tr¨m luyÖn,rÌn ra th­îng ®¼ng Gi¸p Trang, tªn lµ Xİch Linh.	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		7	1	1	26	0	999				
Ch­ëng Kú Sø-Xİch Linh Gi¸p Trang	0	101	26124	50	5001	0	200	18;18					26124	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	 Ch­ëng Kú sö dông tinh th«ng thuËt rÌn, chän tinh thiÕt th­îng ®¼ng, tr¶i qua ngµn bóa tr¨m luyÖn,rÌn ra th­îng ®¼ng Gi¸p Trang, tªn lµ Xİch Linh.	½¿Ğ¡Å®ÏÂÉí005	§· khãa		7	1	1	26	0	999				
¢m Tr¶o Bè Trang	0	101	27101	30	21	0	120	8;15					27101	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_002a1.spr	\image\item\shoe\man1_tro_002a0.spr	Bè Trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, mµu s¾c ®en tèi.	±ê×¼ÄĞÏÂÉí001	§· khãa		4	1	1	27	0	999				
¢m Tr¶o Bè Trang	0	101	27102	30	21	0	120	8;15					27102	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_002a1.spr	\image\item\shoe\man2_tro_002a0.spr	Bè Trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, mµu s¾c ®en tèi.	¿ıÎàÄĞÏÂÉí004	§· khãa		4	1	1	27	0	999				
¢m Tr¶o Bè Trang	0	101	27103	30	21	0	120	8;15					27103	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_002a1.spr	\image\item\shoe\fm1_tro_002a0.spr	Bè Trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, mµu s¾c ®en tèi.	ĞÔ¸ĞÅ®ÏÂÉí033	§· khãa		4	1	1	27	0	999				
¢m Tr¶o Bè Trang	0	101	27104	30	21	0	120	8;15					27104	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_002a1.spr	\image\item\shoe\fm2_tro_002a0.spr	Bè Trang ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, mµu s¾c ®en tèi.	½¿Ğ¡Å®ÏÂÉí003	§· khãa		4	1	1	27	0	999				
DiÖt Hån Trang	0	101	27111	40	41	0	150	10;18					27111	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_008a1.spr	\image\item\shoe\man1_tro_008a0.spr	H¹ Y ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ¸m, cã lîi hµnh ®éng trong ®ªm.	±ê×¼ÄĞÏÂÉí002	§· khãa		5	1	1	27	0	999				
DiÖt Hån Trang	0	101	27112	40	41	0	150	10;18					27112	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_008a1.spr	\image\item\shoe\man2_tro_008a0.spr	H¹ Y ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ¸m, cã lîi hµnh ®éng trong ®ªm.	¿ıÎàÄĞÏÂÉí001	§· khãa		5	1	1	27	0	999				
DiÖt Hån Trang	0	101	27113	40	41	0	150	10;18					27113	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_008a1.spr	\image\item\shoe\fm1_tro_008a0.spr	H¹ Y ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ¸m, cã lîi hµnh ®éng trong ®ªm.	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		5	1	1	27	0	999				
DiÖt Hån Trang	0	101	27114	40	41	0	150	10;18					27114	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_008a1.spr	\image\item\shoe\fm2_tro_008a0.spr	H¹ Y ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ¸m, cã lîi hµnh ®éng trong ®ªm.	½¿Ğ¡Å®ÏÂÉí005	§· khãa		5	1	1	27	0	999				
Thanh Minh Sø-ƒm V©n Trang	0	101	27121	50	5001	0	200	18;18					27121	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ƒm V©n Trang.	±ê×¼ÄĞÏÂÉí002	§· khãa		7	1	1	27	0	999				
Thanh Minh Sø-ƒm V©n Trang	0	101	27122	50	5001	0	200	18;18					27122	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ƒm V©n Trang.	¿ıÎàÄĞÏÂÉí001	§· khãa		7	1	1	27	0	999				
Thanh Minh Sø-ƒm V©n Trang	0	101	27123	50	5001	0	200	18;18					27123	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ƒm V©n Trang.	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		7	1	1	27	0	999				
Thanh Minh Sø-ƒm V©n Trang	0	101	27124	50	5001	0	200	18;18					27124	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ƒm V©n Trang.	½¿Ğ¡Å®ÏÂÉí005	§· khãa		7	1	1	27	0	999				
§¹p V©n Tó QuÇn	0	101	29101	30	2	0	120	8;15					29101	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_002a1.spr	\image\item\shoe\fm1_tro_002a0.spr	V¸y thªu ®Ö tö cÊp thÊp Thóy Yªn Vò Tiªn mÆc khi nh¶y móa, tr¾ng nh­ tuyÕt, nhÑ nh­ m©y.	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		4	1	1	29	0					
§¹p V©n Tó QuÇn	0	101	29102	30	2	0	120	8;15					29102	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_002a1.spr	\image\item\shoe\fm2_tro_002a0.spr	V¸y thªu ®Ö tö cÊp thÊp Thóy Yªn Vò Tiªn mÆc khi nh¶y móa, tr¾ng nh­ tuyÕt, nhÑ nh­ m©y.	½¿Ğ¡Å®ÏÂÉí005	§· khãa		4	1	1	29	0					
T©m Vò Tó QuÇn	0	101	29111	40	4000	0	150	10;18					29111	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_008a1.spr	\image\item\shoe\fm1_tro_008a0.spr	V¸y thªu ®Ö tö cÊp cao Thóy Yªn Vò Tiªn mÆc khi nh¶y móa, máng nh­ c¸nh ve, nhÑ nh­ t»m t¬.	ĞÔ¸ĞÅ®ÏÂÉí020	§· khãa		5	1	1	29	0					
T©m Vò Tó QuÇn	0	101	29112	40	4000	0	150	10;18					29112	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_008a1.spr	\image\item\shoe\fm2_tro_008a0.spr	V¸y thªu ®Ö tö cÊp cao Thóy Yªn Vò Tiªn mÆc khi nh¶y móa, máng nh­ c¸nh ve, nhÑ nh­ t»m t¬.	½¿Ğ¡Å®ÏÂÉí002	§· khãa		5	1	1	29	0					
Thu NguyÖt Sø-V©n Méng Tó QuÇn	0	101	29121	50	15000	0	200	18;18					29121	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	V¸y Thóy Yªn Vò Tiªn §Ö Tö mÆc khi ca móa d­íi tr¨ng, b­íc móa uyÓn chuyÓn nhÑ nhµnh tùa m©y bay.	ĞÔ¸ĞÅ®ÏÂÉí036	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	1	1	29	0					
Thu NguyÖt Sø-V©n Méng Tó QuÇn	0	101	29122	50	15000	0	200	18;18					29122	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	V¸y Thóy Yªn Vò Tiªn §Ö Tö mÆc khi ca móa d­íi tr¨ng, b­íc móa uyÓn chuyÓn nhÑ nhµnh tùa m©y bay.	½¿Ğ¡Å®ÏÂÉí014	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	1	1	29	0					
TÇm H­¬ng Tó QuÇn	0	101	30101	30	2	0	120	8;15					30101	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_002a1.spr	\image\item\shoe\fm1_tro_002a0.spr	V¸y thªu ®Ö tö cÊp thÊp Thóy Yªn Linh N÷ mÆc ®­îc lµm rÊt tinh tÕ.	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		4	1	1	30	0					
TÇm H­¬ng Tó QuÇn	0	101	30102	30	2	0	120	8;15					30102	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_002a1.spr	\image\item\shoe\fm2_tro_002a0.spr	V¸y thªu ®Ö tö cÊp thÊp Thóy Yªn Linh N÷ mÆc ®­îc lµm rÊt tinh tÕ.	½¿Ğ¡Å®ÏÂÉí005	§· khãa		4	1	1	30	0					
Th¸m Ngäc Tó QuÇn	0	101	30111	40	4000	0	150	10;18					30111	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_008a1.spr	\image\item\shoe\fm1_tro_008a0.spr	V¸y thªu ®Ö tö cÊp cao Thóy Yªn Linh N÷, kÕt hîp trang søc ngäc quı v« cïng gi¸ trŞ.	ĞÔ¸ĞÅ®ÏÂÉí020	§· khãa		5	1	1	30	0					
Th¸m Ngäc Tó QuÇn	0	101	30112	40	4000	0	150	10;18					30112	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_008a1.spr	\image\item\shoe\fm2_tro_008a0.spr	V¸y thªu ®Ö tö cÊp cao Thóy Yªn Linh N÷, kÕt hîp trang søc ngäc quı v« cïng gi¸ trŞ.	½¿Ğ¡Å®ÏÂÉí002	§· khãa		5	1	1	30	0					
Nghªnh H­¬ng Sø-QuÕ Hoa Tó QuÇn	0	101	30121	50	15000	0	200	18;18					30121	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	V¸y thªu cña Nghªnh H­¬ng Sø, trªn cã h×nh hoa quÕ, trang trİ b»ng ngäc quı, léng lÉy cao sang.	ĞÔ¸ĞÅ®ÏÂÉí036	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	1	1	30	0					
Nghªnh H­¬ng Sø-QuÕ Hoa Tó QuÇn	0	101	30122	50	15000	0	200	18;18					30122	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	V¸y thªu cña Nghªnh H­¬ng Sø, trªn cã h×nh hoa quÕ, trang trİ b»ng ngäc quı, léng lÉy cao sang.	½¿Ğ¡Å®ÏÂÉí014	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	1	1	30	0					
B¸t Bé Thiªn Long Trang	0	101	231	50	30000	0	200	24;12					2031	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\¶¨Ä«a1.spr	\image\item\shoe\¶¨Ä«a0.spr	ThiÕu L©m tôc gia ®Ö tö, ®­îc ban Thiªn Chóng Trang	±ê×¼ÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	2	0					
B¸t Bé Thiªn Long Trang	0	101	232	50	30000	0	200	24;12					2032	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÌÚÓña1.spr	\image\item\shoe\ÌÚÓña0.spr	ThiÕu L©m tôc gia ®Ö tö, ®­îc ban Thiªn Chóng Trang	¿ıÎàÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	2	0					
V« L­îng Ph¸p T«n Trang	0	101	331	50	30000	0	200	12;24					3031	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\¶¨Ä«a1.spr	\image\item\shoe\¶¨Ä«a0.spr	ThiÕu L©m thiÒn t¨ng ®Ö tö, ®­îc ban ThiÒn §Şnh Trang	±ê×¼ÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	3	0					
V« L­îng Ph¸p T«n Trang	0	101	332	50	30000	0	200	12;24					3032	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÌÚÓña1.spr	\image\item\shoe\ÌÚÓña0.spr	ThiÕu L©m thiÒn t¨ng ®Ö tö, ®­îc ban ThiÒn §Şnh Trang	¿ıÎàÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	3	0					
B¸t B¶o La H¸n §¹i Thõa Trang	0	101	431	50	30000	0	200	24;12					4031	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\¶¨Ä«a1.spr	\image\item\shoe\¶¨Ä«a0.spr	ThiÕu L©m vâ t¨ng ®Ö tö, phong La H¸n ®­êng thñ täa, ch­ëng qu¶n ThiÕu L©m thËp b¸t La H¸n, ®­îc ban Chİnh Gi¸c Trang	±ê×¼ÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	4	0					
B¸t B¶o La H¸n §¹i Thõa Trang	0	101	432	50	30000	0	200	24;12					4032	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÌÚÓña1.spr	\image\item\shoe\ÌÚÓña0.spr	ThiÕu L©m vâ t¨ng ®Ö tö, phong La H¸n ®­êng thñ täa, ch­ëng qu¶n ThiÕu L©m thËp b¸t La H¸n, ®­îc ban Chİnh Gi¸c Trang	¿ıÎàÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	4	0					
Thiªn C¬ Sø Gi¶ ThÇn TriÖu Trang	0	101	631	50	30000	0	200	20;20					6031	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\¶¨Ä«a1.spr	\image\item\shoe\¶¨Ä«a0.spr	§­êng M«n ®Ö tö nÕu ngé ra ®­îc huyÒn diÖu cña c¬ quan, ®­îc ban ThÇn TriÖu Trang	±ê×¼ÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	6	0					
Thiªn C¬ Sø Gi¶ ThÇn TriÖu Trang	0	101	632	50	30000	0	200	20;20					6032	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÌÚÓña1.spr	\image\item\shoe\ÌÚÓña0.spr	§­êng M«n ®Ö tö nÕu ngé ra ®­îc huyÒn diÖu cña c¬ quan, ®­îc ban ThÇn TriÖu Trang	¿ıÎàÄĞÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	6	0					
Thiªn C¬ Sø Gi¶ ThÇn TriÖu Trang	0	101	633	50	30000	0	200	20;20					6033	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÓêÄ»a1.spr	\image\item\shoe\ÓêÄ»a0.spr	§­êng M«n ®Ö tö nÕu ngé ra ®­îc huyÒn diÖu cña c¬ quan, ®­îc ban ThÇn TriÖu Trang	ĞÔ¸ĞÅ®ÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	6	0					
Thiªn C¬ Sø Gi¶ ThÇn TriÖu Trang	0	101	634	50	30000	0	200	20;20					6034	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ĞÇá°a1.spr	\image\item\shoe\ĞÇá°a0.spr	§­êng M«n ®Ö tö nÕu ngé ra ®­îc huyÒn diÖu cña c¬ quan, ®­îc ban ThÇn TriÖu Trang	½¿Ğ¡Å®ÏÂ×°8¼¶ÄÚ	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	1	1	6	0					
