T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Biªn hiÖu bé trang bŞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Khæ Hµnh bµo	0	100	302	50	2	0	150	12;18					3002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	Trang phôc cña tiÓu t¨ng ThiÕu L©m thiÒn t¨ng	¿ıÎàÄĞÇû¸É001	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	3	0					
ThiÒn Tu bµo	0	100	311	60	5000	0	200	15;24					3011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_008a1.spr	\image\item\cloth\man1_arm_008a0.spr	Trang phôc cña cao t¨ng ThiÕu L©m thiÒn t¨ng	±ê×¼ÄĞÇû¸É010	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	3	0					
ThiÒn Tu bµo	0	100	312	60	5000	0	200	15;24					3012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_008a1.spr	\image\item\cloth\man2_arm_008a0.spr	Trang phôc cña cao t¨ng ThiÕu L©m thiÒn t¨ng	¿ıÎàÄĞÇû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	3	0					
ThiÒn TŞnh bµo	0	100	321	80	15000	0	250	18;30					3021	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö thiÒn t¨ng ThiÕu L©m khi ®¹t ®Õn TruyÒn Kinh Ph¸p S­.	±ê×¼ÄĞÇû¸É018	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	3	0					
ThiÒn TŞnh bµo	0	100	322	80	15000	0	250	18;30					3022	75	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö thiÒn t¨ng ThiÕu L©m khi ®¹t ®Õn TruyÒn Kinh Ph¸p S­.	¿ıÎàÄĞÇû¸É007	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	3	0					
ThiÒn TŞnh bµo	0	100	3219	80	0	0	250	18;30					93021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö thiÒn t¨ng ThiÕu L©m khi ®¹t ®Õn TruyÒn Kinh Ph¸p S­.	±ê×¼ÄĞÇû¸É018	§· khãa		9	1	1	3	0					
ThiÒn TŞnh bµo	0	100	3229	80	0	0	250	18;30					93022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö thiÒn t¨ng ThiÕu L©m khi ®¹t ®Õn TruyÒn Kinh Ph¸p S­.	¿ıÎàÄĞÇû¸É007	§· khãa		9	1	1	3	0					
Sa Di Phôc	0	100	401	50	2	0	150	18;12					4001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_002a1.spr	\image\item\cloth\man1_arm_002a0.spr	TiÓu t¨ng ThiÕu L©m vâ t¨ng luyÖn quyÒn c­íc th­êng sö dông	±ê×¼ÄĞÇû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	4	0					
Sa Di Phôc	0	100	402	50	2	0	150	18;12					4002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	TiÓu t¨ng ThiÕu L©m vâ t¨ng luyÖn quyÒn c­íc th­êng sö dông	¿ıÎàÄĞÇû¸É001	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	4	0					
§Êu T¨ng phôc	0	100	411	60	5000	0	200	24;15					4011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_008a1.spr	\image\item\cloth\man1_arm_008a0.spr	Trang phôc cña cao t¨ng ThiÕu L©m vâ t¨ng	±ê×¼ÄĞÇû¸É010	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	4	0					
§Êu T¨ng phôc	0	100	412	60	5000	0	200	24;15					4012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_008a1.spr	\image\item\cloth\man2_arm_008a0.spr	Trang phôc cña cao t¨ng ThiÕu L©m vâ t¨ng	¿ıÎàÄĞÇû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	4	0					
§Èu Khİ ChiÕn y	0	100	421	80	15000	0	250	30;18					4021	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö Vâ t¨ng ThiÕu L©m khi ®¹t ®Õn Hé Ph¸p La H¸n.	±ê×¼ÄĞÇû¸É018	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	4	0					
§Èu Khİ ChiÕn y	0	100	422	80	15000	0	250	30;18					4022	75	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö Vâ t¨ng ThiÕu L©m khi ®¹t ®Õn Hé Ph¸p La H¸n.	¿ıÎàÄĞÇû¸É007	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	4	0					
§Èu Khİ ChiÕn y	0	100	4219	80	0	0	250	30;18					94021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö Vâ t¨ng ThiÕu L©m khi ®¹t ®Õn Hé Ph¸p La H¸n.	±ê×¼ÄĞÇû¸É018	§· khãa		9	1	1	4	0					
§Èu Khİ ChiÕn y	0	100	4229	80	0	0	250	30;18					94022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö Vâ t¨ng ThiÕu L©m khi ®¹t ®Õn Hé Ph¸p La H¸n.	¿ıÎàÄĞÇû¸É007	§· khãa		9	1	1	4	0					
Trang kh¸ch phôc	0	100	601	50	2	0	150	16;16					6001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_002a1.spr	\image\item\cloth\man1_arm_002a0.spr	§Ö tö cÊp thÊp §­êng M«n luyÖn ¸m khİ th­êng sö dông	±ê×¼ÄĞÇû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	6	0					
Trang kh¸ch phôc	0	100	602	50	2	0	150	16;16					6002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	§Ö tö cÊp thÊp §­êng M«n luyÖn ¸m khİ th­êng sö dông	¿ıÎàÄĞÇû¸É001	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	6	0					
Trang kh¸ch phôc	0	100	603	50	2	0	150	16;16					6003	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_002a1.spr	\image\item\cloth\fm1_arm_002a0.spr	§Ö tö cÊp thÊp §­êng M«n luyÖn ¸m khİ th­êng sö dông	ĞÔ¸ĞÅ®Çû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	6	0					
Trang kh¸ch phôc	0	100	604	50	2	0	150	16;16					6004	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_002a1.spr	\image\item\cloth\fm2_arm_002a0.spr	§Ö tö cÊp thÊp §­êng M«n luyÖn ¸m khİ th­êng sö dông	½¿Ğ¡Å®Çû¸É005	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	6	0					
Hé VÖ phôc	0	100	611	60	5000	0	200	20;20					6011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_008a1.spr	\image\item\cloth\man1_arm_008a0.spr	§Ö tö cÊp cao cña §­êng M«n khi ®i tuÇn tra th­êng sö dông	±ê×¼ÄĞÇû¸É010	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	6	0					
Hé VÖ phôc	0	100	612	60	5000	0	200	20;20					6012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_008a1.spr	\image\item\cloth\man2_arm_008a0.spr	§Ö tö cÊp cao cña §­êng M«n khi ®i tuÇn tra th­êng sö dông	¿ıÎàÄĞÇû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	6	0					
Hé VÖ phôc	0	100	613	60	5000	0	200	20;20					6013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_016a1.spr	\image\item\cloth\fm1_arm_016a0.spr	§Ö tö cÊp cao cña §­êng M«n khi ®i tuÇn tra th­êng sö dông	ĞÔ¸ĞÅ®Çû¸É030	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	6	0					
Hé VÖ phôc	0	100	614	60	5000	0	200	20;20					6014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_008a1.spr	\image\item\cloth\fm2_arm_008a0.spr	§Ö tö cÊp cao cña §­êng M«n khi ®i tuÇn tra th­êng sö dông	½¿Ğ¡Å®Çû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	6	0					
Bİ §éc y	0	100	621	80	15000	0	250	25;25					6021	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	±ê×¼ÄĞÇû¸É018	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	6	0					
Bİ §éc y	0	100	622	80	15000	0	250	25;25					6022	75	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	¿ıÎàÄĞÇû¸É007	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	6	0					
Bİ §éc y	0	100	623	80	15000	0	250	25;25					6023	75	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	ĞÔ¸ĞÅ®Çû¸É036	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	6	0					
Bİ §éc y	0	100	624	80	15000	0	250	25;25					6024	75	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	½¿Ğ¡Å®Çû¸É014	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	6	0					
Bİ §éc y	0	100	6219	80	0	0	250	25;25					96021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	±ê×¼ÄĞÇû¸É018	§· khãa		9	1	1	6	0					
Bİ §éc y	0	100	6229	80	0	0	250	25;25					96022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	¿ıÎàÄĞÇû¸É007	§· khãa		9	1	1	6	0					
Bİ §éc y	0	100	6239	80	0	0	250	25;25					96023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	ĞÔ¸ĞÅ®Çû¸É036	§· khãa		9	1	1	6	0					
Bİ §éc y	0	100	6249	80	0	0	250	25;25					96024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö §­êng M«n khi lµm mËt vô, bªn trong cã tÈm ®éc	½¿Ğ¡Å®Çû¸É014	§· khãa		9	1	1	6	0					
Thanh T©m tè y	0	100	801	50	2	0	150	12;18					8001	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_002a1.spr	\image\item\cloth\fm1_arm_002a0.spr	§Ö tö cÊp thÊp Nga My phËt gia luyÖn c«ng th­êng sö dông	ĞÔ¸ĞÅ®Çû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	8	0					
Thanh T©m tè y	0	100	802	50	2	0	150	12;18					8002	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_002a1.spr	\image\item\cloth\fm2_arm_002a0.spr	§Ö tö cÊp thÊp Nga My phËt gia luyÖn c«ng th­êng sö dông	½¿Ğ¡Å®Çû¸É005	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	8	0					
Th¸i Vò tè y	0	100	811	60	5000	0	200	15;24					8011	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_016a1.spr	\image\item\cloth\fm1_arm_016a0.spr	Trang phôc cña ®Ö tö cÊp cao Nga My phËt gia	ĞÔ¸ĞÅ®Çû¸É030	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	8	0					
Th¸i Vò tè y	0	100	812	60	5000	0	200	15;24					8012	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_008a1.spr	\image\item\cloth\fm2_arm_008a0.spr	Trang phôc cña ®Ö tö cÊp cao Nga My phËt gia	½¿Ğ¡Å®Çû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	8	0					
Ph¸p V©n y	0	100	821	80	15000	0	250	18;30					8021	75	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My phËt gia.	ĞÔ¸ĞÅ®Çû¸É036	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	8	0					
Ph¸p V©n y	0	100	822	80	15000	0	250	18;30					8022	75	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My phËt gia.	½¿Ğ¡Å®Çû¸É014	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	8	0					
Ph¸p V©n y	0	100	8219	80	0	0	250	18;30					98021	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My phËt gia.	ĞÔ¸ĞÅ®Çû¸É036	§· khãa		9	1	1	8	0					
Ph¸p V©n y	0	100	8229	80	0	0	250	18;30					98022	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My phËt gia.	½¿Ğ¡Å®Çû¸É014	§· khãa		9	1	1	8	0					
T­ Khóc tè y	0	100	901	50	2	0	150	16;16					9001	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_002a1.spr	\image\item\cloth\fm1_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp cao Nga My tôc gia	ĞÔ¸ĞÅ®Çû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	9	0					
T­ Khóc tè y	0	100	902	50	2	0	150	16;16					9002	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_002a1.spr	\image\item\cloth\fm2_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp cao Nga My tôc gia	½¿Ğ¡Å®Çû¸É005	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	9	0					
Ph¹n ¢m tè y	0	100	911	60	5000	0	200	20;20					9011	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_016a1.spr	\image\item\cloth\fm1_arm_016a0.spr	Trang phôc cña ®Ö tö cÊp cao Nga My tôc gia	ĞÔ¸ĞÅ®Çû¸É030	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	9	0					
Ph¹n ¢m tè y	0	100	912	60	5000	0	200	20;20					9012	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_008a1.spr	\image\item\cloth\fm2_arm_008a0.spr	Trang phôc cña ®Ö tö cÊp cao Nga My tôc gia	½¿Ğ¡Å®Çû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	9	0					
Ph¸p ¢m y	0	100	921	80	15000	0	250	25;25					9021	75	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My tôc gia khi trë thµnh H¶i NguyÖt Sö.	ĞÔ¸ĞÅ®Çû¸É036	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	9	0					
Ph¸p ¢m y	0	100	922	80	15000	0	250	25;25					9022	75	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My tôc gia khi trë thµnh H¶i NguyÖt Sö.	½¿Ğ¡Å®Çû¸É014	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	9	0					
Ph¸p ¢m y	0	100	9219	80	0	0	250	25;25					99021	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My tôc gia khi trë thµnh H¶i NguyÖt Sö.	ĞÔ¸ĞÅ®Çû¸É036	§· khãa		9	1	1	9	0					
Ph¸p ¢m y	0	100	9229	80	0	0	250	25;25					99022	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö Nga My tôc gia khi trë thµnh H¶i NguyÖt Sö.	½¿Ğ¡Å®Çû¸É014	§· khãa		9	1	1	9	0					
ChÊp B¸t Th­êng	0	100	1101	50	2	0	150	18;12					11001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_002a1.spr	\image\item\cloth\man1_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp thÊp TŞnh Y C¸i Bang	±ê×¼ÄĞÇû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	11	0					
ChÊp B¸t Th­êng	0	100	1102	50	2	0	150	18;12					11002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp thÊp TŞnh Y C¸i Bang	¿ıÎàÄĞÇû¸É001	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	11	0					
ChÊp B¸t Th­êng	0	100	1103	50	2	0	150	18;12					11003	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_002a1.spr	\image\item\cloth\fm1_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp thÊp TŞnh Y C¸i Bang	ĞÔ¸ĞÅ®Çû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	11	0					
ChÊp B¸t Th­êng	0	100	1104	50	2	0	150	18;12					11004	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_002a1.spr	\image\item\cloth\fm2_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp thÊp TŞnh Y C¸i Bang	½¿Ğ¡Å®Çû¸É005	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	11	0					
Trõ Gian Th­êng	0	100	1111	60	5000	0	200	24;15					11011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_008a1.spr	\image\item\cloth\man1_arm_008a0.spr	Trang phôc cña ®Ö tö cÊp cao TŞnh Y C¸i Bang	±ê×¼ÄĞÇû¸É010	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	11	0					
Trõ Gian Th­êng	0	100	1112	60	5000	0	200	24;15					11012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_008a1.spr	\image\item\cloth\man2_arm_008a0.spr	Trang phôc cña ®Ö tö cÊp cao TŞnh Y C¸i Bang	¿ıÎàÄĞÇû¸É003	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	11	0					
Trõ Gian Th­êng	0	100	1113	60	5000	0	200	24;15					11013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_016a1.spr	\image\item\cloth\fm1_arm_016a0.spr	Trang phôc cña ®Ö tö cÊp cao TŞnh Y C¸i Bang	ĞÔ¸ĞÅ®Çû¸É030	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	11	0					
Trõ Gian Th­êng	0	100	1114	60	5000	0	200	24;15					11014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_008a1.spr	\image\item\cloth\fm2_arm_008a0.spr	Trang phôc cña ®Ö tö cÊp cao TŞnh Y C¸i Bang	½¿Ğ¡Å®Çû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi2.lua	6	1	1	11	0					
Tø H¶i y	0	100	1121	80	15000	0	250	30;18					11021	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	±ê×¼ÄĞÇû¸É018	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	11	0					
Tø H¶i y	0	100	1122	80	15000	0	250	30;18					11022	75	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	¿ıÎàÄĞÇû¸É007	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	11	0					
Tø H¶i y	0	100	1123	80	15000	0	250	30;18					11023	75	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	ĞÔ¸ĞÅ®Çû¸É036	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	11	0					
Tø H¶i y	0	100	1124	80	15000	0	250	30;18					11024	75	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	½¿Ğ¡Å®Çû¸É014	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	1	1	11	0					
Tø H¶i y	0	100	11219	80	0	0	250	30;18					911021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	±ê×¼ÄĞÇû¸É018	§· khãa		9	1	1	11	0					
Tø H¶i y	0	100	11229	80	0	0	250	30;18					911022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	¿ıÎàÄĞÇû¸É007	§· khãa		9	1	1	11	0					
Tø H¶i y	0	100	11239	80	0	0	250	30;18					911023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	ĞÔ¸ĞÅ®Çû¸É036	§· khãa		9	1	1	11	0					
Tø H¶i y	0	100	11249	80	0	0	250	30;18					911024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Trang phôc cña ®Ö tö C¸i Bang TÜnh y.	½¿Ğ¡Å®Çû¸É014	§· khãa		9	1	1	11	0					
KhiÕu Hoa y	0	100	1201	50	2	0	150	16;16					12001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_002a1.spr	\image\item\cloth\man1_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp thÊp ¤ Y C¸i Bang	±ê×¼ÄĞÇû¸É002	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	12	0					
KhiÕu Hoa y	0	100	1202	50	2	0	150	16;16					12002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	Trang phôc cña ®Ö tö cÊp thÊp ¤ Y C¸i Bang	¿ıÎàÄĞÇû¸É001	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi1.lua	4	1	1	12	0					
