Tªn tr©n ch©u	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Dù L­u	Ö÷ÊôĞÔID£¬¶ÔÓ¦left_pearl_attr.txt	¸±ÊôĞÔ³ØID£¬¶ÔÓ¦left_pearl_attr_group.txt	Kı hiÖu Ch©u V¹n T­îng	Dù L­u	Dù L­u	Ph©n lo¹i: 1 NhËt 2 NguyÖt 3 Tinh 4 ThÇn 5 Thiªn 6 §Şa 7 S¬n 8 H¶i 9 Phong 10 Vô 11 Xu©n 12 H¹ 13 Thu 14 §«ng 15 Thñy 16 Th¹ch 17 V©n 18 Vò 19 TuyÕt 20 S­¬ng	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Gi¸ trŞ
Th¹ch-Ngù K×nh	0	122	434	0	0			4	36				16	100				\image\item\canghaiyizhu\Ê¯7a1.spr	\image\item\canghaiyizhu\Ê¯7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
V©n-Thôy DiÖp	0	122	435	0	0			48	17				17	100				\image\item\canghaiyizhu\ÔÆ1a1.spr	\image\item\canghaiyizhu\ÔÆ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
V©n-V©n Õ	0	122	436	0	0			49	17				17	100				\image\item\canghaiyizhu\ÔÆ1a1.spr	\image\item\canghaiyizhu\ÔÆ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
V©n-Thanh TÕ	0	122	437	0	0			50	17				17	100				\image\item\canghaiyizhu\ÔÆ1a1.spr	\image\item\canghaiyizhu\ÔÆ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
V©n-Thiªn Ng­ng	0	122	438	0	0			51	17				17	100				\image\item\canghaiyizhu\ÔÆ1a1.spr	\image\item\canghaiyizhu\ÔÆ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
V©n-Ng©n Tróc	0	122	439	0	0			52	17				17	100				\image\item\canghaiyizhu\ÔÆ1a1.spr	\image\item\canghaiyizhu\ÔÆ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
V©n-Ngù K×nh	0	122	440	0	0			4	17				17	100				\image\item\canghaiyizhu\ÔÆ1a1.spr	\image\item\canghaiyizhu\ÔÆ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
V©n-Thôy DiÖp	0	122	441	0	0			48	17				17	100				\image\item\canghaiyizhu\ÔÆ2a1.spr	\image\item\canghaiyizhu\ÔÆ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
V©n-V©n Õ	0	122	442	0	0			49	17				17	100				\image\item\canghaiyizhu\ÔÆ2a1.spr	\image\item\canghaiyizhu\ÔÆ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
V©n-Thanh TÕ	0	122	443	0	0			50	17				17	100				\image\item\canghaiyizhu\ÔÆ2a1.spr	\image\item\canghaiyizhu\ÔÆ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
V©n-Thiªn Ng­ng	0	122	444	0	0			51	17				17	100				\image\item\canghaiyizhu\ÔÆ2a1.spr	\image\item\canghaiyizhu\ÔÆ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
V©n-Ng©n Tróc	0	122	445	0	0			52	17				17	100				\image\item\canghaiyizhu\ÔÆ2a1.spr	\image\item\canghaiyizhu\ÔÆ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
V©n-Ngù K×nh	0	122	446	0	0			4	17				17	100				\image\item\canghaiyizhu\ÔÆ2a1.spr	\image\item\canghaiyizhu\ÔÆ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
V©n-Thôy DiÖp	0	122	447	0	0			48	17				17	100				\image\item\canghaiyizhu\ÔÆ3a1.spr	\image\item\canghaiyizhu\ÔÆ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
V©n-V©n Õ	0	122	448	0	0			49	17				17	100				\image\item\canghaiyizhu\ÔÆ3a1.spr	\image\item\canghaiyizhu\ÔÆ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
V©n-Thanh TÕ	0	122	449	0	0			50	17				17	100				\image\item\canghaiyizhu\ÔÆ3a1.spr	\image\item\canghaiyizhu\ÔÆ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
V©n-Thiªn Ng­ng	0	122	450	0	0			51	17				17	100				\image\item\canghaiyizhu\ÔÆ3a1.spr	\image\item\canghaiyizhu\ÔÆ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
V©n-Ng©n Tróc	0	122	451	0	0			52	17				17	100				\image\item\canghaiyizhu\ÔÆ3a1.spr	\image\item\canghaiyizhu\ÔÆ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
V©n-Ngù K×nh	0	122	452	0	0			4	17				17	100				\image\item\canghaiyizhu\ÔÆ3a1.spr	\image\item\canghaiyizhu\ÔÆ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
V©n-Thôy DiÖp	0	122	453	0	0			48	17				17	100				\image\item\canghaiyizhu\ÔÆ4a1.spr	\image\item\canghaiyizhu\ÔÆ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
V©n-V©n Õ	0	122	454	0	0			49	17				17	100				\image\item\canghaiyizhu\ÔÆ4a1.spr	\image\item\canghaiyizhu\ÔÆ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
V©n-Thanh TÕ	0	122	455	0	0			50	17				17	100				\image\item\canghaiyizhu\ÔÆ4a1.spr	\image\item\canghaiyizhu\ÔÆ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
V©n-Thiªn Ng­ng	0	122	456	0	0			51	17				17	100				\image\item\canghaiyizhu\ÔÆ4a1.spr	\image\item\canghaiyizhu\ÔÆ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
V©n-Ng©n Tróc	0	122	457	0	0			52	17				17	100				\image\item\canghaiyizhu\ÔÆ4a1.spr	\image\item\canghaiyizhu\ÔÆ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
V©n-Ngù K×nh	0	122	458	0	0			4	17				17	100				\image\item\canghaiyizhu\ÔÆ4a1.spr	\image\item\canghaiyizhu\ÔÆ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
V©n-Thôy DiÖp	0	122	459	0	0			48	57				17	100				\image\item\canghaiyizhu\ÔÆ5a1.spr	\image\item\canghaiyizhu\ÔÆ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
V©n-V©n Õ	0	122	460	0	0			49	57				17	100				\image\item\canghaiyizhu\ÔÆ5a1.spr	\image\item\canghaiyizhu\ÔÆ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
V©n-Thanh TÕ	0	122	461	0	0			50	57				17	100				\image\item\canghaiyizhu\ÔÆ5a1.spr	\image\item\canghaiyizhu\ÔÆ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
V©n-Thiªn Ng­ng	0	122	462	0	0			51	57				17	100				\image\item\canghaiyizhu\ÔÆ5a1.spr	\image\item\canghaiyizhu\ÔÆ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
V©n-Ng©n Tróc	0	122	463	0	0			52	57				17	100				\image\item\canghaiyizhu\ÔÆ5a1.spr	\image\item\canghaiyizhu\ÔÆ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
V©n-Ngù K×nh	0	122	464	0	0			4	57				17	100				\image\item\canghaiyizhu\ÔÆ5a1.spr	\image\item\canghaiyizhu\ÔÆ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
V©n-Thôy DiÖp	0	122	465	0	0			48	37				17	100				\image\item\canghaiyizhu\ÔÆ6a1.spr	\image\item\canghaiyizhu\ÔÆ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
V©n-V©n Õ	0	122	466	0	0			49	37				17	100				\image\item\canghaiyizhu\ÔÆ6a1.spr	\image\item\canghaiyizhu\ÔÆ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
V©n-Thanh TÕ	0	122	467	0	0			50	37				17	100				\image\item\canghaiyizhu\ÔÆ6a1.spr	\image\item\canghaiyizhu\ÔÆ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
V©n-Thiªn Ng­ng	0	122	468	0	0			51	37				17	100				\image\item\canghaiyizhu\ÔÆ6a1.spr	\image\item\canghaiyizhu\ÔÆ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
V©n-Ng©n Tróc	0	122	469	0	0			52	37				17	100				\image\item\canghaiyizhu\ÔÆ6a1.spr	\image\item\canghaiyizhu\ÔÆ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
V©n-Ngù K×nh	0	122	470	0	0			4	37				17	100				\image\item\canghaiyizhu\ÔÆ6a1.spr	\image\item\canghaiyizhu\ÔÆ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
V©n-Thôy DiÖp	0	122	471	0	0			48	37				17	100				\image\item\canghaiyizhu\ÔÆ7a1.spr	\image\item\canghaiyizhu\ÔÆ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
V©n-V©n Õ	0	122	472	0	0			49	37				17	100				\image\item\canghaiyizhu\ÔÆ7a1.spr	\image\item\canghaiyizhu\ÔÆ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
V©n-Thanh TÕ	0	122	473	0	0			50	37				17	100				\image\item\canghaiyizhu\ÔÆ7a1.spr	\image\item\canghaiyizhu\ÔÆ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
V©n-Thiªn Ng­ng	0	122	474	0	0			51	37				17	100				\image\item\canghaiyizhu\ÔÆ7a1.spr	\image\item\canghaiyizhu\ÔÆ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
V©n-Ng©n Tróc	0	122	475	0	0			52	37				17	100				\image\item\canghaiyizhu\ÔÆ7a1.spr	\image\item\canghaiyizhu\ÔÆ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
V©n-Ngù K×nh	0	122	476	0	0			4	37				17	100				\image\item\canghaiyizhu\ÔÆ7a1.spr	\image\item\canghaiyizhu\ÔÆ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Vò-Long NhuËn	0	122	477	0	0			53	18				18	100				\image\item\canghaiyizhu\Óê1a1.spr	\image\item\canghaiyizhu\Óê1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vò-Linh Tr¹ch	0	122	478	0	0			16	18				18	100				\image\item\canghaiyizhu\Óê1a1.spr	\image\item\canghaiyizhu\Óê1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vò-M¹ch L©m	0	122	479	0	0			54	18				18	100				\image\item\canghaiyizhu\Óê1a1.spr	\image\item\canghaiyizhu\Óê1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vò-Ngù K×nh	0	122	480	0	0			4	18				18	100				\image\item\canghaiyizhu\Óê1a1.spr	\image\item\canghaiyizhu\Óê1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
Vò-Long NhuËn	0	122	481	0	0			53	18				18	100				\image\item\canghaiyizhu\Óê2a1.spr	\image\item\canghaiyizhu\Óê2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vò-Linh Tr¹ch	0	122	482	0	0			16	18				18	100				\image\item\canghaiyizhu\Óê2a1.spr	\image\item\canghaiyizhu\Óê2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vò-M¹ch L©m	0	122	483	0	0			54	18				18	100				\image\item\canghaiyizhu\Óê2a1.spr	\image\item\canghaiyizhu\Óê2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vò-Ngù K×nh	0	122	484	0	0			4	18				18	100				\image\item\canghaiyizhu\Óê2a1.spr	\image\item\canghaiyizhu\Óê2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
Vò-Long NhuËn	0	122	485	0	0			53	18				18	100				\image\item\canghaiyizhu\Óê3a1.spr	\image\item\canghaiyizhu\Óê3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Vò-Linh Tr¹ch	0	122	486	0	0			16	18				18	100				\image\item\canghaiyizhu\Óê3a1.spr	\image\item\canghaiyizhu\Óê3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Vò-M¹ch L©m	0	122	487	0	0			54	18				18	100				\image\item\canghaiyizhu\Óê3a1.spr	\image\item\canghaiyizhu\Óê3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Vò-Ngù K×nh	0	122	488	0	0			4	18				18	100				\image\item\canghaiyizhu\Óê3a1.spr	\image\item\canghaiyizhu\Óê3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
Vò-Long NhuËn	0	122	489	0	0			53	18				18	100				\image\item\canghaiyizhu\Óê4a1.spr	\image\item\canghaiyizhu\Óê4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Vò-Linh Tr¹ch	0	122	490	0	0			16	18				18	100				\image\item\canghaiyizhu\Óê4a1.spr	\image\item\canghaiyizhu\Óê4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Vò-M¹ch L©m	0	122	491	0	0			54	18				18	100				\image\item\canghaiyizhu\Óê4a1.spr	\image\item\canghaiyizhu\Óê4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Vò-Ngù K×nh	0	122	492	0	0			4	18				18	100				\image\item\canghaiyizhu\Óê4a1.spr	\image\item\canghaiyizhu\Óê4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
Vò-Long NhuËn	0	122	493	0	0			53	58				18	100				\image\item\canghaiyizhu\Óê5a1.spr	\image\item\canghaiyizhu\Óê5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Vò-Linh Tr¹ch	0	122	494	0	0			16	58				18	100				\image\item\canghaiyizhu\Óê5a1.spr	\image\item\canghaiyizhu\Óê5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Vò-M¹ch L©m	0	122	495	0	0			54	58				18	100				\image\item\canghaiyizhu\Óê5a1.spr	\image\item\canghaiyizhu\Óê5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Vò-Ngù K×nh	0	122	496	0	0			4	58				18	100				\image\item\canghaiyizhu\Óê5a1.spr	\image\item\canghaiyizhu\Óê5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
Vò-Long NhuËn	0	122	497	0	0			53	38				18	100				\image\item\canghaiyizhu\Óê6a1.spr	\image\item\canghaiyizhu\Óê6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Vò-Linh Tr¹ch	0	122	498	0	0			16	38				18	100				\image\item\canghaiyizhu\Óê6a1.spr	\image\item\canghaiyizhu\Óê6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Vò-M¹ch L©m	0	122	499	0	0			54	38				18	100				\image\item\canghaiyizhu\Óê6a1.spr	\image\item\canghaiyizhu\Óê6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Vò-Ngù K×nh	0	122	500	0	0			4	38				18	100				\image\item\canghaiyizhu\Óê6a1.spr	\image\item\canghaiyizhu\Óê6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
Vò-Long NhuËn	0	122	501	0	0			53	38				18	100				\image\item\canghaiyizhu\Óê7a1.spr	\image\item\canghaiyizhu\Óê7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Vò-Linh Tr¹ch	0	122	502	0	0			16	38				18	100				\image\item\canghaiyizhu\Óê7a1.spr	\image\item\canghaiyizhu\Óê7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Vò-M¹ch L©m	0	122	503	0	0			54	38				18	100				\image\item\canghaiyizhu\Óê7a1.spr	\image\item\canghaiyizhu\Óê7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
Vò-Ngù K×nh	0	122	504	0	0			4	38				18	100				\image\item\canghaiyizhu\Óê7a1.spr	\image\item\canghaiyizhu\Óê7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
TuyÕt-Hµn T«	0	122	505	0	0			55	19				19	100				\image\item\canghaiyizhu\Ñ©1a1.spr	\image\item\canghaiyizhu\Ñ©1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	506	0	0			56	19				19	100				\image\item\canghaiyizhu\Ñ©1a1.spr	\image\item\canghaiyizhu\Ñ©1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	507	0	0			37	19				19	100				\image\item\canghaiyizhu\Ñ©1a1.spr	\image\item\canghaiyizhu\Ñ©1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
TuyÕt-Ngù K×nh	0	122	508	0	0			4	19				19	100				\image\item\canghaiyizhu\Ñ©1a1.spr	\image\item\canghaiyizhu\Ñ©1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
TuyÕt-Hµn T«	0	122	509	0	0			55	19				19	100				\image\item\canghaiyizhu\Ñ©2a1.spr	\image\item\canghaiyizhu\Ñ©2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	510	0	0			56	19				19	100				\image\item\canghaiyizhu\Ñ©2a1.spr	\image\item\canghaiyizhu\Ñ©2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	511	0	0			37	19				19	100				\image\item\canghaiyizhu\Ñ©2a1.spr	\image\item\canghaiyizhu\Ñ©2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
TuyÕt-Ngù K×nh	0	122	512	0	0			4	19				19	100				\image\item\canghaiyizhu\Ñ©2a1.spr	\image\item\canghaiyizhu\Ñ©2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
TuyÕt-Hµn T«	0	122	513	0	0			55	19				19	100				\image\item\canghaiyizhu\Ñ©3a1.spr	\image\item\canghaiyizhu\Ñ©3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	514	0	0			56	19				19	100				\image\item\canghaiyizhu\Ñ©3a1.spr	\image\item\canghaiyizhu\Ñ©3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	515	0	0			37	19				19	100				\image\item\canghaiyizhu\Ñ©3a1.spr	\image\item\canghaiyizhu\Ñ©3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
TuyÕt-Ngù K×nh	0	122	516	0	0			4	19				19	100				\image\item\canghaiyizhu\Ñ©3a1.spr	\image\item\canghaiyizhu\Ñ©3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
TuyÕt-Hµn T«	0	122	517	0	0			55	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	518	0	0			56	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	519	0	0			37	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
TuyÕt-Ngù K×nh	0	122	520	0	0			4	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
