Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
DiÖu D­¬ng To¸i Hoµng-Bİch Quy Liªn	0	102	3189	10	1	0	100						654	85			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ò«ÈÕÖ®±Ì¹êÏîÁ´a1.spr	\image\item\ring\Ò«ÈÕÖ®±Ì¹êÏîÁ´a0.spr	Quy lËp bİch thæ, hoµn gi¸p giao s¸i.		Bè phÈm		10	1	1		0					
DiÖu D­¬ng Thiªn Cung-¤ L©n B¶o Giíi	0	102	3190	10	1	0	100						655	90			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ò«ÈÕÖ®ÎÚ÷ë±¦½äa1.spr	\image\item\ring\Ò«ÈÕÖ®ÎÚ÷ë±¦½äa0.spr	L©n gi¸c « kim, ng¹nh nh­ huyÒn thiÕt.		Bè phÈm		10	1	1		0					
DiÖu D­¬ng Thiªn Cung-Tö Giao Ngäc Béi	0	102	3191	10	1	0	100						655	90			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ò«ÈÕÖ®×ÏòÔÓñÅåa1.spr	\image\item\ring\Ò«ÈÕÖ®×ÏòÔÓñÅåa0.spr	Giao tÈu tö méc, ®Şch huyÕt thµnh ngäc.		Bè phÈm		10	1	1		0					
DiÖu D­¬ng Thiªn Cung-V©n Hæ LÖnh	0	102	3192	10	1	0	100						655	90			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ò«ÈÕÖ®ÔÆ»¢ÁîÅÆa1.spr	\image\item\ring\Ò«ÈÕÖ®ÔÆ»¢ÁîÅÆa0.spr	Hæ ®¹p v©n thñy, nh­ vô nh­ huyÒn 		Bè phÈm		10	1	1		0					
DiÖu D­¬ng Thiªn Cung-Xİch T­íc Hoµn	0	102	3193	10	1	0	100						655	90			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ò«ÈÕÖ®³àÈ¸Ö¸»·a1.spr	\image\item\ring\Ò«ÈÕÖ®³àÈ¸Ö¸»·a0.spr	T­íc sinh xİch háa, l­ìng dùc sinh diÖm 		Bè phÈm		10	1	1		0					
DiÖu D­¬ng Thiªn Cung-Bİch Quy Liªn	0	102	3194	10	1	0	100						655	90			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ò«ÈÕÖ®±Ì¹êÏîÁ´a1.spr	\image\item\ring\Ò«ÈÕÖ®±Ì¹êÏîÁ´a0.spr	Quy lËp bİch thæ, hoµn gi¸p giao s¸i.		Bè phÈm		10	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30013	10	1	0	100						30039	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30014	10	1	0	100						30040	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30015	10	1	0	100						30041	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30016	10	1	0	100						30042	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30017	10	1	0	100						30039	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30018	10	1	0	100						30040	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30019	10	1	0	100						30041	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30020	10	1	0	100						30042	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Phï	0	102	30021	10	1	0	100						30039	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Phï	0	102	30022	10	1	0	100						30040	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Phï	0	102	30023	10	1	0	100						30041	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n LÖnh Phï	0	102	30024	10	1	0	100						30042	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30025	10	1	0	100						30043	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30026	10	1	0	100						30044	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30027	10	1	0	100						30045	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Bµi 	0	102	30028	10	1	0	100						30046	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30029	10	1	0	100						30043	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30030	10	1	0	100						30044	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30031	10	1	0	100						30045	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Kú 	0	102	30032	10	1	0	100						30046	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Phï	0	102	30033	10	1	0	100						30043	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Phï	0	102	30034	10	1	0	100						30044	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Phï	0	102	30035	10	1	0	100						30045	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu Ngù Long T­íng Qu©n LÖnh Phï	0	102	30036	10	1	0	100						30046	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Thiªn §Şa Giíi	0	102	30037	1	1		20						30047	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÌìµØÖ®½äa1.spr	\image\item\ring\ÌìµØÖ®½äa0.spr	Giíi chØ t­îng tr­ng cho tinh hoa cña trêi ®Êt		§· khãa		10	1	1		0					
NhËt NguyÖt Giíi	0	102	30038	1	1		20						30047	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÈÕÔÂÖ®½äa1.spr	\image\item\ring\ÈÕÔÂÖ®½äa0.spr	Giíi chØ t­îng tr­ng huy hoµng cña mÆt trêi vµ mÆt tr¨ng		§· khãa		10	1	1		0					
Th«ng Thiªn Kim Ngäc	0	102	30039	1	1	0	100						30063	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\½ğÓña1.spr	\image\item\ring\½ğÓña0.spr	Kim Ngäc		Bè phÈm		8	1	1		0					
Th«ng Thiªn Méc §ai	0	102	30040	1	1	0	100						30064	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ä¾´øa1.spr	\image\item\ring\Ä¾´øa0.spr	Mäc §ai		Bè phÈm		8	1	1		0					
Th«ng Thiªn Thñy Béi	0	102	30041	1	1	0	100						30065	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ë®Ååa1.spr	\image\item\ring\Ë®Ååa0.spr	Thñy Béi		Bè phÈm		8	1	1		0					
Th«ng Thiªn Háa Giíi	0	102	30042	1	1	0	100						30066	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\»ğ½äa1.spr	\image\item\ring\»ğ½äa0.spr	Háa Giíi		Bè phÈm		8	1	1		0					
Th«ng Thiªn Thæ Hoµn	0	102	30043	1	1	0	100						30067	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÍÁ»·a1.spr	\image\item\ring\ÍÁ»·a0.spr	Thæ Hoµn 		Bè phÈm		8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong kú	0	102	30044	10	1	0	100						30072	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì1_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong kú		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong kú	0	102	30045	10	1	0	100						30073	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì1_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong kú		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong kú	0	102	30046	10	1	0	100						30074	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì1_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong kú		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong kú	0	102	30047	10	1	0	100						30075	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì1_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong kú		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong phï	0	102	30048	10	1	0	100						30072	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û1_A1.spr	\image\item\ring\²ÔÓ¥»¢·û1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong phï 		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong phï	0	102	30049	10	1	0	100						30073	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û1_A1.spr	\image\item\ring\²ÔÓ¥»¢·û1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong phï 		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong phï	0	102	30050	10	1	0	100						30074	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û1_A1.spr	\image\item\ring\²ÔÓ¥»¢·û1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong phï 		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng Tiªn Phong phï	0	102	30051	10	1	0	100						30075	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û1_A1.spr	\image\item\ring\²ÔÓ¥»¢·û1_A0.spr	Th­¬ng ¦ng ThÇn ban cho Tiªn Phong phï 		§· khãa	\script\newbattles\battle_equipment_item.lua	8	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n lÖnh	0	102	30052	10	1	0	100						30076	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n lÖnh	0	102	30053	10	1	0	100						30077	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n lÖnh	0	102	30054	10	1	0	100						30078	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n lÖnh	0	102	30055	10	1	0	100						30079	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÅÆ2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n kú	0	102	30056	10	1	0	100						30076	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kú		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n kú	0	102	30057	10	1	0	100						30077	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kú		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n kú	0	102	30058	10	1	0	100						30078	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kú		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n kú	0	102	30059	10	1	0	100						30079	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì2_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kú		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n phï	0	102	30060	10	1	0	100						30076	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û2_A1.spr	\image\item\ring\²ÔÓ¥»¢·û2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n phï		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n phï	0	102	30061	10	1	0	100						30077	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û2_A1.spr	\image\item\ring\²ÔÓ¥»¢·û2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n phï		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n phï	0	102	30062	10	1	0	100						30078	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û2_A1.spr	\image\item\ring\²ÔÓ¥»¢·û2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n phï		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng T­íng Qu©n phï	0	102	30063	10	1	0	100						30079	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û2_A1.spr	\image\item\ring\²ÔÓ¥»¢·û2_A0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n phï		§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Th­¬ng ¦ng So¸i Hæ	0	102	30064	10	1	0	100						30080	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û3_A1.spr	\image\item\ring\²ÔÓ¥»¢·û3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i Hæ 		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i Hæ	0	102	30065	10	1	0	100						30081	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û3_A1.spr	\image\item\ring\²ÔÓ¥»¢·û3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i Hæ 		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i Hæ	0	102	30066	10	1	0	100						30082	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û3_A1.spr	\image\item\ring\²ÔÓ¥»¢·û3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i Hæ 		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i Hæ	0	102	30067	10	1	0	100						30083	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û3_A1.spr	\image\item\ring\²ÔÓ¥»¢·û3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i Hæ 		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i lÖnh	0	102	30068	10	1	0	100						30080	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì3_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i lÖnh	0	102	30069	10	1	0	100						30081	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì3_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i lÖnh	0	102	30070	10	1	0	100						30082	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì3_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i lÖnh	0	102	30071	10	1	0	100						30083	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥ÁîÆì3_A1.spr	\image\item\ring\²ÔÓ¥ÁîÆì3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i lÖnh		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i phï	0	102	30072	10	1	0	100						30080	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û3_A1.spr	\image\item\ring\²ÔÓ¥»¢·û3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i phï 		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Th­¬ng ¦ng So¸i phï	0	102	30073	10	1	0	100						30081	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\²ÔÓ¥»¢·û3_A1.spr	\image\item\ring\²ÔÓ¥»¢·û3_A0.spr	Th­¬ng ¦ng ThÇn ban cho So¸i phï 		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
