T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"Phßng ngù (Néi, ngo¹i)"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè lç tèi ®a	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	"Cã thÓ giao dŞch hay kh«ng (0 cã thÓ, 1 kh«ng thÓ giao dŞch, 2 cã thÓ giao dŞch cã thÓ b¸n shop, 3 cã thÓ giao dŞch kh«ng thÓ b¸n shop, 4 khãa sau khi trang bŞ cã thÓ b¸n shop, 5 khãa sau khi trang bŞ kh«ng thÓ b¸n shop)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u 4	Phİ	
S­ Tö Th«ng (Dµnh riªng cho D­¬ng M«n)	0	105	251	0	0	0	2500							10			6	\image\item\horse\Ê¨×Óæõa1.spr	\image\item\horse\Ê¨×Óæõa0.spr	"Ngùa quı cña §¹i UyÓn, cã biÖt hiÖu lµ S­ Tö Th«ng. <color=yellow>(D­¬ng M«n sö dông cã thÓ dïng kü n¨ng)<color>"	Âí16	M· Bµi		9	4	1		50000	999
Xİch Long C©u (Dµnh riªng cho D­¬ng M«n)	0	105	252	0	0	0	2500							10			6	\image\item\horse\³àÁú¾Ôa1.spr	\image\item\horse\³àÁú¾Ôa0.spr	"Th©n thÓ c­êng tr¸ng, ®éng t¸c nhanh nhÑn, gäi lµ Xİch Long C©u. <color=yellow>(D­¬ng M«n sö dông cã thÓ dïng kü n¨ng)<color>"	Âí18	M· Bµi		9	4	1		50000	999
Mao M¹c Ly	0	105	253	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£6a1.spr	\image\item\horse\ĞÁ³óÅ£6a0.spr	"Tr©u ®en giµ, h­¬u lín tuæi."	ĞÁ³óÅ£6	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Thùc Méng Ly	0	105	254	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£7a1.spr	\image\item\horse\ĞÁ³óÅ£7a0.spr	"Bß T©y T¹ng, nghe nãi ®Õn tõ NguyÖt Cung, mang theo giÊc m¬ t­¬i ®Ñp cña mäi ng­êi."	ĞÁ³óÅ£5	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
M«ng Thanh (§Ñp)	0	105	30213	0	0	0	2500							10				\image\item\horse\¶À½ÇÊŞ5a1.spr	\image\item\horse\¶À½ÇÊŞ5a0.spr	"Ph­¬ng b¾c cã thó kháe nh­ ngùa, tªn §µo Tõ."	¶À½ÇÊŞ1	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Ngùa B¾c D· (§Ñp)	0	105	30214	0	0	0	2500							10				\image\item\horse\¶À½ÇÊŞ1a1.spr	\image\item\horse\¶À½ÇÊŞ1a0.spr	"Ph­¬ng b¾c cã thó kháe nh­ ngùa, tªn §µo Tõ."	¶À½ÇÊŞ2	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Cung Cung (§Ñp)	0	105	30215	0	0	0	2500							10				\image\item\horse\¶À½ÇÊŞ2a1.spr	\image\item\horse\¶À½ÇÊŞ2a0.spr	"Ph­¬ng b¾c cã thó kháe nh­ ngùa, tªn ViÕt Cung Cung."	¶À½ÇÊŞ3	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
C¸t L­îng (§Ñp)	0	105	30216	0	0	0	2500							10				\image\item\horse\¶À½ÇÊŞ3a1.spr	\image\item\horse\¶À½ÇÊŞ3a0.spr	"KhuyÓn Phong Quèc cã v¨n m·, th©n tr¾ng bêm ®á, m¾t nh­ hoµng kim, tªn ViÕt C¸t L­îng."	¶À½ÇÊŞ4	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
HuyÒn L©n (§Ñp)	0	105	30217	0	0	0	2500							10				\image\item\horse\¶À½ÇÊŞ4a1.spr	\image\item\horse\¶À½ÇÊŞ4a0.spr	"Tinh hoa gi÷a ®Êt trêi, th©n ngùa nh­ v¶y rång."	¶À½ÇÊŞ5	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
DŞ NhËt KiÕm (Hoa LÖ)	0	105	30218	0	0	0	2500							10				\image\item\horse\·É½£3a1.spr	\image\item\horse\·É½£3a0.spr	"Xem th­êng mÊt m¸t, lµm tr¸i ı trêi. (TriÖu håi DŞ NhËt KiÕm, cã thÓ c­ìi kiÕm bay lªn.)"	·É½£3	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Bİch L¹c KiÕm (Hoa LÖ)	0	105	30219	0	0	0	2500							10				\image\item\horse\·É½£4a1.spr	\image\item\horse\·É½£4a0.spr	"Hoµng tuyÒn d­íi kho¶ng trêi v« tËn. (TriÖu håi Bİch L¹c KiÕm, cã thÓ c­ìi kiÕm bay lªn, cã thÓ c­ìi hai ng­êi kh¸c giíi.)"	·É½£4	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Phï Quang KiÕm (Hoa LÖ)	0	105	30220	0	0	0	2500							10				\image\item\horse\·É½£5a1.spr	\image\item\horse\·É½£5a0.spr	"Mµn ®ªm in rÌm cöa, ngµn sao s¸ng trªn cao. (TriÖu håi Phï Quang KiÕm, cã thÓ c­ìi kiÕm bay lªn, cã thÓ c­ìi hai ng­êi kh¸c giíi.)"	·É½£5	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
C«n H­ KiÕm (Hoa LÖ)	0	105	30221	0	0	0	2500							10				\image\item\horse\À¥Ğéè¬ÀÅ½£a1.spr	\image\item\horse\À¥Ğéè¬ÀÅ½£a0.spr	"TriÖu håi C«n H­ KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng)"	À¥Ğéè¬ÀÅ½£	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
V¨n Sö KiÕm (Hoa LÖ)	0	105	30222	0	0	0	2500							10				\image\item\horse\ÎÄÊ·Çíçæ½£a1.spr	\image\item\horse\ÎÄÊ·Çíçæ½£a0.spr	"TriÖu håi V¨n Sö KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng)"	ÎÄÊ·Çíçæ½£	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Th¸i Thanh KiÕm (Hoa LÖ)	0	105	30223	0	0	0	2500							10				\image\item\horse\Ì«ÇåÎŞ¹¸½£a1.spr	\image\item\horse\Ì«ÇåÎŞ¹¸½£a0.spr	"TriÖu håi Th¸i Thanh KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng)"	Ì«ÇåÎŞ¹¸½£	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
ThiÕu D­¬ng Thä S¬n Phi KiÕm (§Ñp)	0	105	30224	0	0	0	2500							10				\image\item\horse\ÉÙÑôÀÅ«\½£a1.spr	\image\item\horse\ÉÙÑôÀÅ«\½£a0.spr	"TriÖu håi ThiÓu D­¬ng KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng)"	ÉÙÑôÀÅ«\½£	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
TuyÕt Lı Tèng Bao (§Ñp)	0	105	30225	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï01a1.spr	\image\item\horse\Ã¨×øÆï01a0.spr	"Tr¾ng muèt, th©n cã säc vµng, ®Çu ®éi b¸nh bao thŞt lín."	ÃÈÃ¨1	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Tó Xu©n CÈm (§Ñp)	0	105	30226	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï02a1.spr	\image\item\horse\Ã¨×øÆï02a0.spr	"Th©n tr¾ng, ®èm ®en vµng, nghe nãi ®Õn tõ T©y Vùc, lo¹i mÌo cùc phÈm."	ÃÈÃ¨2	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
TØnh TuÕ (§Ñp)	0	105	30227	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï03a1.spr	\image\item\horse\Ã¨×øÆï03a0.spr	"Tõ x­a ®Õn nay, n¨m nµo còng cã, ngô ı nh­ ı c¸t t­êng."	ÃÈÃ¨3	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Ng« Ng­ (§Ñp)	0	105	30228	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï04a1.spr	\image\item\horse\Ã¨×øÆï04a0.spr	"Danh ng«n: C¸ cña ta sÏ lµ cña ta, kh«ng ai giµnh ®­îc. (Kh«ng thÓ c­ìi chung)"	ÃÈÃ¨4	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
TÇm Ng­ (§Ñp)	0	105	30229	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï05a1.spr	\image\item\horse\Ã¨×øÆï05a0.spr	"§en mun, thİch c¸, ®êi nµy cã c¸ lµ ®ñ.(Kh«ng thÓ cïng c­ìi ngùa)"	ÃÈÃ¨5	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
MÌo 06 (§Ñp)	0	105	30230	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï06a1.spr	\image\item\horse\Ã¨×øÆï06a0.spr	"Mét thÓ tr¾ng muèt, chñng lo¹i mÌo quı."	ÃÈÃ¨6	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
MÌo 07 (§Ñp)	0	105	30231	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï07a1.spr	\image\item\horse\Ã¨×øÆï07a0.spr	"Mét thÓ tr¾ng muèt, chñng lo¹i mÌo quı."	ÃÈÃ¨7	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Xİch Ngäc Phi LuyÖn (Hoa LÖ)	0	105	30232	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï08a1.spr	\image\item\horse\Ã¨×øÆï08a0.spr	"Mét thÓ tr¾ng muèt, chñng lo¹i mÌo quı."	ÃÈÃ¨8	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Lan Ch©u V©n Tr¸c (Hoa LÖ)	0	105	30233	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï09a1.spr	\image\item\horse\Ã¨×øÆï09a0.spr	"Sen në ta l¹i hÑn chung b­íc, rÏ bÌo khÏ b­íc lªn thuyÒn x­a."	ÃÈÃ¨9	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
MÌo 10 (§Ñp)	0	105	30234	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï10a1.spr	\image\item\horse\Ã¨×øÆï10a0.spr	"Mét thÓ tr¾ng muèt, chñng lo¹i mÌo quı."	ÃÈÃ¨10	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
MÌo 11 (§Ñp)	0	105	30235	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï11a1.spr	\image\item\horse\Ã¨×øÆï11a0.spr	"Mét thÓ tr¾ng muèt, chñng lo¹i mÌo quı."	ÃÈÃ¨11	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
B×nh Kim Táa (§Ñp)	0	105	30236	0	0	0	2500							10				\image\item\horse\Ã¨×øÆï12a1.spr	\image\item\horse\Ã¨×øÆï12a0.spr	"Mét thÓ tr¾ng muèt, chñng lo¹i mÌo quı."	ÃÈÃ¨12	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
¤ Kiªn (§Ñp)	0	105	30237	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£1a1.spr	\image\item\horse\ĞÁ³óÅ£1a0.spr	"Chim vÒ tæ nghØ ng¬i, tr©u cµy treo s¸o vµng."	ĞÁ³óÅ£1	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Bµo §inh Ng­u (§Ñp)	0	105	30238	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£2a1.spr	\image\item\horse\ĞÁ³óÅ£2a0.spr	"C¬ thÓ to lín, giái v¸c vËt nÆng"	ĞÁ³óÅ£2	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
Th­ H­¬ng Ng­u (§Ñp)	0	105	30239	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£3a1.spr	\image\item\horse\ĞÁ³óÅ£3a0.spr	"VÕt mùc ®en trªn ®¶o, ai giÌm ra d­íi c©y."	ĞÁ³óÅ£3	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
§µo Tiªn (§Ñp)	0	105	30240	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£4a1.spr	\image\item\horse\ĞÁ³óÅ£4a0.spr	"Ch¨n ngùa nam Hoa S¬n, th¶ bß rõng §µo L©m."	ĞÁ³óÅ£4	M· Bµi	\script\item\yujian.lua	8	4	1		50000	999
B¸t B¸ch Ly B¸t (Hoa LÖ)	0	105	30241	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£5a1.spr	\image\item\horse\ĞÁ³óÅ£5a0.spr	Con tr©u tªn B¸t B¸ch Ly Tr¸c.	ĞÁ³óÅ£7	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Th­îng Thanh KiÕm (Hoa LÖ)	0	105	30242	0	0	0	2500							10				\image\item\horse\·É½£6a1.spr	\image\item\horse\·É½£6a0.spr	"TriÖu håi Th­îng Thanh KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng, kh«ng thÓ c­ìi chung)<color>"	·É½£6	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
B¨ng Ph¸ch KiÕm (Hoa LÖ)	0	105	30243	0	0	0	2500							10				\image\item\horse\·É½£7a1.spr	\image\item\horse\·É½£7a0.spr	"TriÖu håi B¨ng Ph¸ch KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng, kh«ng thÓ c­ìi chung)<color>"	·É½£7	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Thanh Minh KiÕm (Hoa LÖ)	0	105	30244	0	0	0	2500							10				\image\item\horse\·É½£8a1.spr	\image\item\horse\·É½£8a0.spr	"TriÖu håi Thanh Minh KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng, kh«ng thÓ c­ìi chung)<color>"	·É½£8	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Th­¬ng L·ng KiÕm (Hoa LÖ)	0	105	30245	0	0	0	2500							10				\image\item\horse\·É½£9a1.spr	\image\item\horse\·É½£9a0.spr	"TriÖu håi Th­¬ng L·ng KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng, kh«ng thÓ c­ìi chung)<color>"	·É½£9	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Phi KiÕm 10 (Hoa LÖ)	0	105	30246	0	0	0	2500							10				\image\item\horse\·É½£10a1.spr	\image\item\horse\·É½£10a0.spr	"TriÖu håi ThiÓu D­¬ng KiÕm, cã thÓ c­ìi kiÕm bay lªn <color=yellow>(D¹ng thó c­ìi ®Æc biÖt, khi c­ìi kh«ng thÓ dïng kü n¨ng)"	·É½£10	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
B·o NguyÖt (§Ñp)	0	105	30247	0	0	0	2500							10				\image\item\horse\±§ÔÂa1.spr	\image\item\horse\±§ÔÂa0.spr	"Ngùa quı cña thiªn tö, tªn gäi lµ B·o NguyÖt."	Âí17	M· Bµi		9	4	1		50000	999
Long T­¬ng (§Ñp)	0	105	30248	0	0	0	2500							10				\image\item\horse\Áúæøa1.spr	\image\item\horse\Áúæøa0.spr	"Ngùa næi tiÕng dòng m·nh, biÖt hiÖu lµ Long T­¬ng."	Âí15	M· Bµi		9	4	1		50000	999
S­ Tö Th«ng (§Ñp)	0	105	30249	0	0	0	2500							10				\image\item\horse\Ê¨×Óæõa1.spr	\image\item\horse\Ê¨×Óæõa0.spr	"Ngùa quı cña §¹i UyÓn, cã biÖt hiÖu lµ S­ Tö Th«ng."	Âí16	M· Bµi		9	4	1		50000	999
Xİch Long C©u (§Ñp)	0	105	30250	0	0	0	2500							10				\image\item\horse\³àÁú¾Ôa1.spr	\image\item\horse\³àÁú¾Ôa0.spr	"Th©n thÓ c­êng tr¸ng, ®éng t¸c nhanh nhÑn, gäi lµ Xİch Long C©u."	Âí18	M· Bµi		9	4	1		50000	999
Mao M¹c Ly (§Ñp)	0	105	30251	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£6a1.spr	\image\item\horse\ĞÁ³óÅ£6a0.spr	"Tr©u ®en giµ, h­¬u lín tuæi."	ĞÁ³óÅ£6	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Thùc Méng Ly (§Ñp)	0	105	30252	0	0	0	2500							10				\image\item\horse\ĞÁ³óÅ£7a1.spr	\image\item\horse\ĞÁ³óÅ£7a0.spr	"Bß T©y T¹ng, nghe nãi ®Õn tõ NguyÖt Cung, mang theo giÊc m¬ t­¬i ®Ñp cña mäi ng­êi."	ĞÁ³óÅ£5	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
S¬n Qu©n	0	105	255	0	0	0	2500							10				\image\item\horse\É½¾ıa1.spr	\image\item\horse\É½¾ıa0.spr	"Hæ, s¬n thó chi qu©n, xİch s¾c, v­u vi t«n. 2021 niªn VIP håi quü täa kş."	ÀÏ»¢1	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Ban N«	0	105	256	0	0	0	2500							10				\image\item\horse\°ßÅ«a1.spr	\image\item\horse\°ßÅ«a0.spr	"Hæ d·, nh©n kú th©n th­îng ban v¨n ban lan giao th¸c ®¾c danh. 2021 niªn VIP håi quü täa kş."	ÀÏ»¢2	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Vu Thè	0	105	257	0	0	0	2500							10				\image\item\horse\ì¶İËa1.spr	\image\item\horse\ì¶İËa0.spr	"Hæ d·, së nh©n vŞ chi. 2021 niªn VIP håi quü täa kş."	ÀÏ»¢3	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Phôc M·nh	0	105	258	0	0	0	2500							10				\image\item\horse\·üÃÍa1.spr	\image\item\horse\·üÃÍa0.spr	"Hæ d·, s¾c tr¹ch thuÇn b¹ch, t­êng thôy chi ı. 2021 niªn VIP håi quü täa kş."	ÀÏ»¢4	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Hæ Hæ Sinh Uy	0	105	259	0	0	0	2500							10				\image\item\horse\tiger05a1.spr	\image\item\horse\tiger05a0.spr		ÀÏ»¢5	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
H¾c V©n	0	105	260	0	0	0	2500							10				\image\item\horse\tiger06a1.spr	\image\item\horse\tiger06a0.spr		ÀÏ»¢6	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
X­¬ng Khëi Tiªu Tiªu KiÕm	0	105	261	0	0	0	2500							10				\image\item\horse\·É½£11a1.spr	\image\item\horse\·É½£11a0.spr	TriÖu håi X­¬ng Khëi Tiªu Tiªu KiÕm	·É½£11	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Ng©n S­¬ng Phi Hång KiÕm	0	105	262	0	0	0	2500							10				\image\item\horse\·É½£12a1.spr	\image\item\horse\·É½£12a0.spr	TriÖu håi Ng©n S­¬ng Phi Hång KiÕm	·É½£12	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
KiÓu KiÓu Kh«ng Cèc KiÕm	0	105	263	0	0	0	2500							10				\image\item\horse\·É½£13a1.spr	\image\item\horse\·É½£13a0.spr	TriÖu håi KiÓu KiÓu Kh«ng Cèc KiÕm	·É½£13	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
S¬ MÆc L¨ng Thiªn KiÕm	0	105	264	0	0	0	2500							10				\image\item\horse\·É½£14a1.spr	\image\item\horse\·É½£14a0.spr	TriÖu håi S¬ MÆc L¨ng Thiªn KiÕm	·É½£14	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
S­¬ng TiÔn Ng­ng Thóy KiÕm	0	105	265	0	0	0	2500							10				\image\item\horse\·É½£15a1.spr	\image\item\horse\·É½£15a0.spr	TriÖu håi S­¬ng TiÔn Ng­ng Thóy KiÕm	·É½£15	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Thanh B×nh Bİch Thñy KiÕm	0	105	266	0	0	0	2500							10				\image\item\horse\·É½£16a1.spr	\image\item\horse\·É½£16a0.spr	TriÖu håi Thanh B×nh Bİch Thñy KiÕm	·É½£16	M· Bµi	\script\item\yujian.lua	9	4	1		50000	999
Bæn Th¸i	0	105	267	0	0	0	2500							10				\image\item\horse\ÍÃ×Ó1a1.spr	\image\item\horse\ÍÃ×Ó1a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	ÍÃ×Ó1	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Quynh Quynh	0	105	268	0	0	0	2500							10				\image\item\horse\ÍÃ×Ó2a1.spr	\image\item\horse\ÍÃ×Ó2a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	ÍÃ×Ó2	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Chi Li	0	105	269	0	0	0	2500							10				\image\item\horse\ÍÃ×Ó3a1.spr	\image\item\horse\ÍÃ×Ó3a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	ÍÃ×Ó3	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
NguyÖt §øc	0	105	270	0	0	0	2500							10				\image\item\horse\ÍÃ×Ó4a1.spr	\image\item\horse\ÍÃ×Ó4a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	ÍÃ×Ó4	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
X¶ X¶ Gia	0	105	271	0	0	0	2500							10				\image\item\horse\ÍÃ×Ó5a1.spr	\image\item\horse\ÍÃ×Ó5a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	ÍÃ×Ó5	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Minh ThŞ	0	105	272	0	0	0	2500							10				\image\item\horse\ÍÃ×Ó6a1.spr	\image\item\horse\ÍÃ×Ó6a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	ÍÃ×Ó6	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Phi KiÕm 17	0	105	273	0	0	0	2500							10				\image\item\horse\·É½£13a1.spr	\image\item\horse\·É½£13a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	·É½£17	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Phi KiÕm 18	0	105	274	0	0	0	2500							10				\image\item\horse\·É½£13a1.spr	\image\item\horse\·É½£13a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	·É½£18	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Phi KiÕm 19	0	105	275	0	0	0	2500							10				\image\item\horse\·É½£13a1.spr	\image\item\horse\·É½£13a0.spr	"Danh c©u, vâ dòng chi danh, vŞ chi long t­¬ng."	·É½£19	M· Bµi	\script\item\yujian.lua	10	4	1		50000	999
Cõ Hoµng	0	105	276	0	0	0	2500							10				\image\item\horse\ÁúÂí1a1.spr	\image\item\horse\ÁúÂí1a0.spr	Vâ L©m minh lµ nghªnh ®ãn ©m lŞch gi¸p Th×n Long n¨m ®Õn ®Æc biÖt ph¸t hµnh 2023 n¨m VIP håi quü chuyªn chóc täa kş.	ÁúÂí1	ThÇn Thó	\script\item\yujian.lua	10	4	1		50000	999
B¹ch H¹c	0	105	277	0	0	0	2500							10				\image\item\horse\ÁúÂí2a1.spr	\image\item\horse\ÁúÂí2a0.spr	Vâ L©m minh lµ nghªnh ®ãn ©m lŞch gi¸p Th×n Long n¨m ®Õn ®Æc biÖt ph¸t hµnh 2023 n¨m VIP håi quü chuyªn chóc täa kş.	ÁúÂí2	ThÇn Thó	\script\item\yujian.lua	10	4	1		50000	999
B¸c L©n	0	105	278	0	0	0	2500							10				\image\item\horse\ÁúÂí3a1.spr	\image\item\horse\ÁúÂí3a0.spr	Vâ L©m minh lµ nghªnh ®ãn ©m lŞch gi¸p Th×n Long n¨m ®Õn ®Æc biÖt ph¸t hµnh 2023 n¨m VIP håi quü chuyªn chóc täa kş.	ÁúÂí3	ThÇn Thó	\script\item\yujian.lua	10	4	1		50000	999
Nh­ ı	0	105	279	0	0	0	2500							10				\image\item\horse\ÁúÂí4a1.spr	\image\item\horse\ÁúÂí4a0.spr	Vâ L©m minh lµ nghªnh ®ãn ©m lŞch gi¸p Th×n Long n¨m ®Õn ®Æc biÖt ph¸t hµnh 2023 n¨m VIP håi quü chuyªn chóc täa kş.	ÁúÂí4	ThÇn Thó	\script\item\yujian.lua	10	4	1		50000	999
Ly L©n	0	105	280	0	0	0	2500							10				\image\item\horse\ÁúÂí5a1.spr	\image\item\horse\ÁúÂí5a0.spr	Vâ L©m minh lµ nghªnh ®ãn ©m lŞch gi¸p Th×n Long n¨m ®Õn ®Æc biÖt ph¸t hµnh 2023 n¨m VIP håi quü chuyªn chóc täa kş.	ÁúÂí5	ThÇn Thó	\script\item\yujian.lua	10	4	1		50000	999
T­ Hoµng	0	105	281	0	0	0	2500							10				\image\item\horse\ÁúÂí6a1.spr	\image\item\horse\ÁúÂí6a0.spr	Vâ L©m minh lµ nghªnh ®ãn ©m lŞch gi¸p Th×n Long n¨m ®Õn ®Æc biÖt ph¸t hµnh 2023 n¨m VIP håi quü chuyªn chóc täa kş.	ÁúÂí6	ThÇn Thó	\script\item\yujian.lua	10	4	1		50000	999
